step	bond_idx	atom_i	atom_j	S(t)
7000	50295	14609	13271	0.8782
7000	50404	48327	47148	0.8782
7000	50425	9717	9742	0.8782
7000	50575	30298	31543	0.8782
7000	50637	39190	39161	0.8782
7000	50669	11561	10260	0.8782
7000	50680	39597	38274	0.8782
7000	50848	46430	46410	0.8782
7000	50862	29504	30802	0.8782
7000	51084	31135	31134	0.8782
7000	51126	35709	35737	0.8782
7000	51132	3782	3783	0.8782
7000	51279	8416	8417	0.8782
7000	51324	44412	44413	0.8782
7000	51365	47417	47444	0.8782
7000	51394	29290	29318	0.8782
7000	51546	19934	19902	0.8782
7000	51757	53464	54736	0.8782
7000	51794	44881	44882	0.8782
7000	51807	15754	15755	0.8782
7000	51827	41094	41128	0.8782
7000	51841	22465	22445	0.8782
7000	51845	2867	4134	0.8782
7000	51851	41149	41150	0.8782
7000	51905	19221	17832	0.8782
7000	51918	44296	43017	0.8782
7000	52086	32612	32613	0.8782
7000	52114	28921	27648	0.8782
7000	52188	38535	38536	0.8782
7000	52192	54013	52753	0.8782
7000	52205	16573	16572	0.8782
7000	52275	54229	54228	0.8782
7000	52415	18265	18266	0.8782
7000	52421	6351	7633	0.8782
7000	52475	13209	13210	0.8782
7000	52480	51234	51259	0.8782
7000	52530	55229	55203	0.8782
7000	52582	56443	56442	0.8782
7000	52693	22963	22964	0.8782
7000	52707	55569	55541	0.8782
7000	52759	753	774	0.8782
7000	52824	27671	27639	0.8782
7000	52976	13229	13230	0.8782
7000	52983	44489	45749	0.8782
7000	53025	44799	43545	0.8782
7000	53124	21711	20417	0.8782
7000	53146	2644	1413	0.8782
7000	53189	52187	52186	0.8782
7000	53302	39895	39923	0.8782
7000	53411	29952	29951	0.8782
7000	53491	38139	38138	0.8782
7000	53500	27311	27310	0.8782
7000	53530	7541	7558	0.8782
7000	53587	6689	6715	0.8782
7000	53643	39150	39122	0.8782
7000	53763	23001	23000	0.8782
7000	53906	38651	39987	0.8782
7000	53918	29991	28702	0.8782
7000	54141	9496	9497	0.8782
7000	54144	49560	49591	0.8782
7000	54190	13875	12538	0.8782
7000	54233	21622	21591	0.8782
7000	54244	55040	55020	0.8782
7000	54297	4218	5541	0.8782
7000	54309	44677	45933	0.8782
7000	54357	33135	33157	0.8782
7000	54417	13253	13254	0.8782
7000	54449	4308	4278	0.8782
7000	54500	52934	51698	0.8782
7000	54538	34470	34491	0.8782
7000	54704	15649	15648	0.8782
7000	54759	25376	25355	0.8782
7000	55110	13310	13309	0.8782
7000	55122	18761	18762	0.8782
7000	55145	14605	14630	0.8782
7000	55165	42971	44240	0.8782
7000	55241	30234	30235	0.8782
7000	55245	46420	45163	0.8782
7000	55338	31235	29964	0.8782
7000	55339	31235	31234	0.8782
7000	55377	14319	15650	0.8782
7000	55413	15202	15203	0.8782
7000	55420	15242	15241	0.8782
7000	55455	36707	36706	0.8782
7000	55561	11146	12457	0.8782
7000	55681	25408	25383	0.8782
7000	55697	14873	14872	0.8782
7000	55704	24328	23076	0.8782
7000	55745	43223	44480	0.8782
7000	55914	32998	32971	0.8782
7000	55969	9501	9502	0.8782
7000	55993	6013	7338	0.8782
7000	56045	13984	15280	0.8782
7000	56099	41834	41833	0.8782
7000	56175	25164	23912	0.8782
7000	56188	49352	48172	0.8782
7000	56312	15032	15063	0.8782
7000	56314	9647	9646	0.8782
7000	56327	30771	30750	0.8782
7000	56388	45073	43809	0.8782
7000	56438	7536	7535	0.8782
7000	56450	35738	35764	0.8782
7000	56507	25946	25945	0.8782
7000	56508	25945	25917	0.8782
7000	56589	2142	2141	0.8782
7000	56594	15713	15682	0.8782
7000	56625	11968	11992	0.8782
7000	56658	23481	22210	0.8782
7000	56660	23481	24753	0.8782
7000	56662	46221	44966	0.8782
7000	56791	44684	43449	0.8782
7000	56804	56401	56427	0.8782
7000	56827	13039	13006	0.8782
7000	56894	47072	48257	0.8782
7000	56905	11253	11226	0.8782
7000	56911	30806	29508	0.8782
7000	57099	26391	26392	0.8782
7000	57265	45040	43784	0.8782
7000	57296	19025	18997	0.8782
7000	57384	4357	4327	0.8782
7000	57418	53721	53722	0.8782
7000	57452	42081	42052	0.8782
7000	57527	25806	25805	0.8782
7000	57568	37693	36407	0.8782
7000	57755	10972	9665	0.8782
7000	57772	15023	14996	0.8782
7000	57818	24255	25481	0.8782
7000	57833	43932	42627	0.8782
7000	58001	55419	55391	0.8782
7000	58217	15792	14459	0.8782
7000	58357	16266	16235	0.8782
7000	58381	20594	20620	0.8782
7000	58385	50514	50513	0.8782
7000	58482	46072	46073	0.8782
7000	58510	55130	55163	0.8782
7000	58573	26996	25728	0.8782
7000	58599	4768	3512	0.8782
7000	58641	16567	16590	0.8782
7000	58646	36094	37409	0.8782
7000	58800	38925	38966	0.8782
7000	58876	17286	18661	0.8782
7000	58897	31597	30364	0.8782
7000	58925	45882	45881	0.8782
7000	59056	44932	43667	0.8782
7000	59235	22922	22923	0.8782
7000	59239	53656	53634	0.8782
7000	59303	40701	40700	0.8782
7000	59307	24733	24713	0.8782
7000	59325	55682	55660	0.8782
7000	59335	47855	47824	0.8782
7000	59382	28847	28846	0.8782
7000	59568	15004	14979	0.8782
8000	39272	26673	26647	0.8618
8000	39330	11709	11708	0.8618
8000	39333	8826	7541	0.8618
8000	39352	24807	24825	0.8618
8000	39495	46466	46465	0.8618
8000	39503	17663	17638	0.8618
8000	39515	38168	36866	0.8618
8000	39529	17888	17913	0.8618
8000	39538	48346	48323	0.8618
8000	39564	17439	17440	0.8618
8000	39701	43316	43349	0.8618
8000	39758	25262	26541	0.8618
8000	39919	846	869	0.8618
8000	39926	51022	51021	0.8618
8000	40009	37829	39162	0.8618
8000	40096	30277	30278	0.8618
8000	40219	29945	29946	0.8618
8000	40255	6128	4812	0.8618
8000	40260	3169	4422	0.8618
8000	40312	22080	23363	0.8618
8000	40326	53767	53733	0.8618
8000	40382	31153	31152	0.8618
8000	40474	18636	19980	0.8618
8000	40501	7771	7772	0.8618
8000	40738	52901	51671	0.8618
8000	40755	39274	40572	0.8618
8000	40762	47436	47464	0.8618
8000	40908	33927	32725	0.8618
8000	41007	34024	33998	0.8618
8000	41026	29222	29221	0.8618
8000	41280	10807	10835	0.8618
8000	41329	50075	50076	0.8618
8000	41337	53099	53119	0.8618
8000	41486	20837	20866	0.8618
8000	41502	33175	31970	0.8618
8000	41515	39547	39546	0.8618
8000	41665	30191	31455	0.8618
8000	41678	10970	11008	0.8618
8000	41679	9726	8431	0.8618
8000	41735	46945	46965	0.8618
8000	41737	25242	26518	0.8618
8000	41765	49970	49971	0.8618
8000	41810	7021	7022	0.8618
8000	41859	35652	35653	0.8618
8000	41933	49021	47837	0.8618
8000	41941	877	876	0.8618
8000	42243	45409	45437	0.8618
8000	42255	56283	56255	0.8618
8000	42329	4856	4855	0.8618
8000	42404	20565	21841	0.8618
8000	42440	41315	41335	0.8618
8000	42600	3888	3864	0.8618
8000	42642	13579	13606	0.8618
8000	42817	18414	18448	0.8618
8000	42821	35672	34421	0.8618
8000	42831	44600	45864	0.8618
8000	42874	38242	38208	0.8618
8000	42952	39033	39032	0.8618
8000	42962	4590	4566	0.8618
8000	43041	39349	39313	0.8618
8000	43145	24802	24822	0.8618
8000	43220	47372	46182	0.8618
8000	43241	48108	48133	0.8618
8000	43379	24826	24827	0.8618
8000	43425	15039	13731	0.8618
8000	43468	10393	9029	0.8618
8000	43488	25724	26991	0.8618
8000	43512	39492	39462	0.8618
8000	43586	44100	44127	0.8618
8000	43653	19316	19317	0.8618
8000	43673	43539	43538	0.8618
8000	43712	19587	19556	0.8618
8000	43730	24081	22812	0.8618
8000	43751	30729	30730	0.8618
8000	43832	8664	7357	0.8618
8000	43968	25069	23820	0.8618
8000	43970	25069	25098	0.8618
8000	43980	31559	31560	0.8618
8000	44233	43128	43129	0.8618
8000	44383	2960	4222	0.8618
8000	44497	37336	37362	0.8618
8000	44498	17023	17022	0.8618
8000	44515	37903	37902	0.8618
8000	44553	48948	47768	0.8618
8000	44846	22517	21265	0.8618
8000	44921	49165	49139	0.8618
8000	45016	16115	16090	0.8618
8000	45034	54104	54135	0.8618
8000	45095	19440	19464	0.8618
8000	45169	51658	52892	0.8618
8000	45170	51658	51685	0.8618
8000	45176	28011	28012	0.8618
8000	45238	48974	47784	0.8618
8000	45319	18809	18787	0.8618
8000	45337	13921	13920	0.8618
8000	45393	34087	35330	0.8618
8000	45555	12928	12927	0.8618
8000	45567	12979	13016	0.8618
8000	45629	12814	14135	0.8618
8000	45632	12872	14201	0.8618
8000	45653	8881	8910	0.8618
8000	45654	31816	31817	0.8618
8000	45695	14952	14951	0.8618
8000	45888	54759	53491	0.8618
8000	45941	33308	34526	0.8618
8000	46035	28419	27102	0.8618
8000	46141	26327	26328	0.8618
8000	46180	7955	7954	0.8618
8000	46342	34072	34089	0.8618
8000	46460	46377	45116	0.8618
8000	46561	15857	15827	0.8618
8000	46601	54544	53261	0.8618
8000	46673	13780	13804	0.8618
8000	46770	13158	13188	0.8618
8000	46772	50456	50495	0.8618
8000	46876	16095	16094	0.8618
8000	46935	31696	30462	0.8618
8000	46988	52110	52138	0.8618
8000	46997	12583	12584	0.8618
8000	47000	8107	9403	0.8618
8000	47056	15471	15472	0.8618
8000	47111	21242	21216	0.8618
8000	47158	17621	19005	0.8618
8000	47213	13363	13384	0.8618
8000	47216	11991	11967	0.8618
8000	47308	20638	21909	0.8618
8000	47337	51292	51291	0.8618
8000	47406	33468	32267	0.8618
8000	47467	32218	32219	0.8618
8000	47513	12845	11521	0.8618
8000	47597	51330	52561	0.8618
8000	47772	27497	27498	0.8618
8000	47799	13371	13349	0.8618
8000	47834	44280	44305	0.8618
8000	47892	44725	44724	0.8618
8000	47985	42323	42322	0.8618
8000	48075	43038	43066	0.8618
8000	48180	2320	1118	0.8618
8000	48281	20833	20860	0.8618
8000	48283	19538	19539	0.8618
8000	48297	40774	40800	0.8618
8000	48354	44650	44651	0.8618
8000	48463	53294	53312	0.8618
8000	48645	10037	10062	0.8618
8000	48703	3349	3350	0.8618
8000	48781	4478	4479	0.8618
8000	48838	33732	33761	0.8618
8000	48894	45886	45859	0.8618
8000	49012	27829	27828	0.8618
8000	49030	5986	5953	0.8618
8000	49053	49138	47951	0.8618
8000	49182	49349	49373	0.8618
8000	49212	17408	16082	0.8618
8000	49222	38586	39935	0.8618
8000	49259	34754	34777	0.8618
8000	49354	55795	54511	0.8618
8000	49367	28816	30096	0.8618
8000	49474	17967	17937	0.8618
8000	49518	25374	26662	0.8618
8000	49644	46149	46121	0.8618
8000	49670	56219	56220	0.8618
8000	49718	7871	7872	0.8618
8000	49727	54728	56025	0.8618
8000	49753	21283	20016	0.8618
8000	49829	36603	36633	0.8618
8000	49852	44612	45872	0.8618
8000	49862	5710	5709	0.8618
8000	49875	31617	31618	0.8618
8000	50013	49046	49047	0.8618
8000	50057	8571	8538	0.8618
8000	50063	39868	39867	0.8618
8000	50210	6706	5396	0.8618
8000	50239	41279	41308	0.8618
8000	50299	11035	12350	0.8618
8000	50307	45017	46279	0.8618
8000	50355	45307	45308	0.8618
8000	50436	35139	35104	0.8618
8000	50475	23727	23728	0.8618
8000	50494	6738	8029	0.8618
8000	50498	6151	4829	0.8618
8000	50563	30974	30999	0.8618
8000	50777	34906	36177	0.8618
8000	50839	47437	47465	0.8618
8000	50880	50442	50443	0.8618
8000	50918	55123	56394	0.8618
8000	50980	48451	47285	0.8618
8000	51013	19721	19722	0.8618
8000	51015	53112	54380	0.8618
8000	51071	45387	45386	0.8618
8000	51108	19034	19035	0.8618
8000	51112	39364	39363	0.8618
8000	51128	31829	31828	0.8618
8000	51131	2540	2541	0.8618
8000	51172	33624	33625	0.8618
8000	51191	24947	24946	0.8618
8000	51209	39395	40684	0.8618
8000	51222	15012	13708	0.8618
8000	51254	44960	44959	0.8618
8000	51289	20494	20495	0.8618
8000	51315	33497	33473	0.8618
8000	51316	28177	26833	0.8618
8000	51319	12782	12781	0.8618
8000	51437	15612	15590	0.8618
8000	51459	3647	3646	0.8618
8000	51502	2674	1450	0.8618
8000	51529	7083	5753	0.8618
8000	51535	44863	44891	0.8618
8000	51583	49018	50220	0.8618
8000	51649	37159	38488	0.8618
8000	51729	49598	49597	0.8618
8000	51818	53956	53927	0.8618
8000	51902	16409	17737	0.8618
8000	51922	50115	48915	0.8618
8000	51951	53271	53249	0.8618
8000	52008	45050	43794	0.8618
8000	52027	56875	56851	0.8618
8000	52105	57397	57396	0.8618
8000	52357	46001	44746	0.8618
8000	52468	10369	9010	0.8618
8000	52485	29364	29365	0.8618
8000	52659	927	2107	0.8618
8000	52661	24206	25428	0.8618
8000	52696	5067	6365	0.8618
8000	52776	29896	28611	0.8618
8000	52847	30178	30203	0.8618
8000	52907	36118	37432	0.8618
8000	53154	48678	48679	0.8618
8000	53171	51517	51497	0.8618
8000	53202	30320	30291	0.8618
8000	53233	30223	31479	0.8618
8000	53385	5398	5424	0.8618
8000	53480	57454	57453	0.8618
8000	53483	21081	19780	0.8618
8000	53755	11410	11381	0.8618
8000	53762	23001	22973	0.8618
8000	53782	11554	12881	0.8618
8000	53789	2912	1703	0.8618
8000	53812	23460	23459	0.8618
8000	53830	54935	54934	0.8618
8000	53874	56286	55006	0.8618
8000	53913	55488	55450	0.8618
8000	53940	15430	15397	0.8618
8000	54197	19022	19021	0.8618
8000	54201	42981	44255	0.8618
8000	54209	26955	25654	0.8618
8000	54232	22892	21622	0.8618
8000	54255	16414	17740	0.8618
8000	54265	11259	12582	0.8618
8000	54479	8839	8821	0.8618
8000	54508	33082	33055	0.8618
8000	54536	6403	6430	0.8618
8000	54603	43967	43966	0.8618
8000	54639	42312	43629	0.8618
8000	54778	47472	47447	0.8618
8000	54795	41719	43005	0.8618
8000	54812	39043	37730	0.8618
8000	54845	40736	39443	0.8618
8000	54919	5548	5549	0.8618
8000	54972	19780	18435	0.8618
8000	54985	54674	55982	0.8618
8000	55030	4763	4762	0.8618
8000	55131	22077	22096	0.8618
8000	55134	36232	34958	0.8618
8000	55156	25039	25065	0.8618
8000	55209	56688	56660	0.8618
8000	55215	27544	27574	0.8618
8000	55239	39638	39637	0.8618
8000	55278	17569	17568	0.8618
8000	55358	49536	49511	0.8618
8000	55386	26802	26803	0.8618
8000	55430	55728	54442	0.8618
8000	55590	28877	28849	0.8618
8000	55600	53161	53162	0.8618
8000	55650	49810	49809	0.8618
8000	55754	2565	2531	0.8618
8000	55768	39826	39825	0.8618
8000	55796	14039	14072	0.8618
8000	55805	5547	4224	0.8618
8000	55839	48939	48938	0.8618
8000	55924	28033	26700	0.8618
8000	55935	37240	38553	0.8618
8000	56002	29822	28552	0.8618
8000	56060	20872	19551	0.8618
8000	56201	19269	17877	0.8618
8000	56202	13878	15186	0.8618
8000	56214	31978	33182	0.8618
8000	56254	18548	18547	0.8618
8000	56295	4189	5513	0.8618
8000	56385	46202	46201	0.8618
8000	56537	12646	12677	0.8618
8000	56554	28435	28436	0.8618
8000	56595	15682	15683	0.8618
8000	56642	12075	12102	0.8618
8000	56726	34197	32995	0.8618
8000	56770	31800	30568	0.8618
8000	56847	33821	33848	0.8618
8000	56869	43082	43083	0.8618
8000	56923	57170	55997	0.8618
8000	56997	35765	35793	0.8618
8000	57315	55840	55841	0.8618
8000	57335	56936	56935	0.8618
8000	57376	7361	6045	0.8618
8000	57395	22886	21613	0.8618
8000	57421	47452	46270	0.8618
8000	57555	12221	12222	0.8618
8000	57618	38661	38636	0.8618
8000	57636	37537	37508	0.8618
8000	57751	8551	8519	0.8618
8000	57832	43932	43931	0.8618
8000	57845	28753	28779	0.8618
8000	57884	7780	7746	0.8618
8000	57886	49457	48271	0.8618
8000	57895	35157	35183	0.8618
8000	57969	30914	32150	0.8618
8000	58000	56627	55390	0.8618
8000	58207	48775	48753	0.8618
8000	58349	47837	47838	0.8618
8000	58369	35319	35339	0.8618
8000	58446	13442	13443	0.8618
8000	58447	13442	13478	0.8618
8000	58495	36065	37385	0.8618
8000	58518	37540	37510	0.8618
8000	58541	31101	29818	0.8618
8000	58788	34930	34931	0.8618
8000	58833	4354	4353	0.8618
8000	58842	15397	14070	0.8618
8000	59050	18771	17368	0.8618
8000	59120	23177	23176	0.8618
8000	59227	32055	32027	0.8618
8000	59271	999	976	0.8618
8000	59294	37226	35935	0.8618
8000	59483	4510	5824	0.8618
8000	59494	32062	32063	0.8618
8000	59569	44831	46085	0.8618
8000	59588	18783	17381	0.8618
9000	39291	30091	31359	0.8451
9000	39332	10117	8801	0.8451
9000	39437	39706	39687	0.8451
9000	39440	35875	35874	0.8451
9000	39541	56302	57464	0.8451
9000	39548	33105	33130	0.8451
9000	39854	53443	53408	0.8451
9000	39874	30311	30343	0.8451
9000	39979	36375	36404	0.8451
9000	40004	40452	41728	0.8451
9000	40063	56411	55143	0.8451
9000	40093	12269	12268	0.8451
9000	40109	53960	53931	0.8451
9000	40182	18264	18265	0.8451
9000	40233	31195	31224	0.8451
9000	40256	2290	2270	0.8451
9000	40321	17149	17121	0.8451
9000	40377	42240	42239	0.8451
9000	40420	38380	39717	0.8451
9000	40455	23357	23358	0.8451
9000	40495	22310	22311	0.8451
9000	40595	10540	10539	0.8451
9000	40729	13479	12125	0.8451
9000	40736	27056	25757	0.8451
9000	40831	41188	42436	0.8451
9000	41044	47734	47756	0.8451
9000	41082	41234	41203	0.8451
9000	41101	53418	52205	0.8451
9000	41108	18568	18539	0.8451
9000	41199	10522	10521	0.8451
9000	41220	31340	31339	0.8451
9000	41231	20189	20163	0.8451
9000	41437	3676	4992	0.8451
9000	41636	36638	37945	0.8451
9000	41762	2033	2032	0.8451
9000	41763	2032	2006	0.8451
9000	41802	41251	41252	0.8451
9000	41815	49621	49620	0.8451
9000	41938	10571	10572	0.8451
9000	42037	31358	31357	0.8451
9000	42079	21743	20458	0.8451
9000	42190	47542	46351	0.8451
9000	42200	50727	50702	0.8451
9000	42208	33362	33363	0.8451
9000	42227	16788	16787	0.8451
9000	42264	48711	48712	0.8451
9000	42285	19497	19516	0.8451
9000	42332	4884	6208	0.8451
9000	42360	19967	18625	0.8451
9000	42379	10740	9415	0.8451
9000	42388	28401	29664	0.8451
9000	42598	3935	5243	0.8451
9000	42605	29728	29729	0.8451
9000	42777	55879	57079	0.8451
9000	42787	15639	15638	0.8451
9000	42800	21878	21851	0.8451
9000	42913	10405	9042	0.8451
9000	42955	4923	4924	0.8451
9000	43140	5834	5803	0.8451
9000	43152	5733	5763	0.8451
9000	43170	44058	45318	0.8451
9000	43172	18055	18020	0.8451
9000	43250	44092	44118	0.8451
9000	43342	22147	22167	0.8451
9000	43515	38593	37288	0.8451
9000	43540	31612	31638	0.8451
9000	43550	18020	17989	0.8451
9000	43551	42781	42811	0.8451
9000	43590	2201	2200	0.8451
9000	43594	33311	34527	0.8451
9000	43595	33311	33283	0.8451
9000	43680	43985	44013	0.8451
9000	43689	42875	42876	0.8451
9000	43978	23214	24462	0.8451
9000	43982	36089	36090	0.8451
9000	44001	1270	2493	0.8451
9000	44039	40646	40674	0.8451
9000	44073	31520	31519	0.8451
9000	44085	12838	11509	0.8451
9000	44175	49949	49924	0.8451
9000	44212	10239	8889	0.8451
9000	44313	50497	51745	0.8451
9000	44365	22693	23978	0.8451
9000	44494	9618	10929	0.8451
9000	44595	30903	29607	0.8451
9000	44690	30582	29257	0.8451
9000	44742	44786	44785	0.8451
9000	44883	10042	10012	0.8451
9000	44902	39549	39548	0.8451
9000	44957	3436	3437	0.8451
9000	44982	30998	30999	0.8451
9000	45047	16011	15984	0.8451
9000	45149	41897	40624	0.8451
9000	45265	37209	35919	0.8451
9000	45282	21968	23203	0.8451
9000	45342	45529	45554	0.8451
9000	45392	34113	35354	0.8451
9000	45455	44836	44859	0.8451
9000	45466	7996	7997	0.8451
9000	45548	41401	41400	0.8451
9000	45603	8041	8068	0.8451
9000	45642	20570	20604	0.8451
9000	45657	43334	42030	0.8451
9000	45666	5983	4662	0.8451
9000	45932	21176	21151	0.8451
9000	45955	7860	9136	0.8451
9000	45990	52261	53474	0.8451
9000	46061	13133	13107	0.8451
9000	46170	19217	20542	0.8451
9000	46190	35726	35725	0.8451
9000	46264	14283	14284	0.8451
9000	46288	10431	10432	0.8451
9000	46307	51635	51610	0.8451
9000	46464	16985	15661	0.8451
9000	46493	22585	22611	0.8451
9000	46498	29106	29083	0.8451
9000	46595	38857	38858	0.8451
9000	46649	41588	40315	0.8451
9000	46745	33183	34396	0.8451
9000	46760	23019	23018	0.8451
9000	46879	326	1435	0.8451
9000	46893	33368	32175	0.8451
9000	46899	22204	22205	0.8451
9000	46907	49868	49867	0.8451
9000	46947	49648	49625	0.8451
9000	46974	9057	9026	0.8451
9000	47041	55641	56862	0.8451
9000	47075	53206	53188	0.8451
9000	47113	21242	22502	0.8451
9000	47312	12692	12691	0.8451
9000	47328	44587	45847	0.8451
9000	47366	10079	11377	0.8451
9000	47506	29308	28042	0.8451
9000	47531	2223	2222	0.8451
9000	47685	22784	21527	0.8451
9000	48126	22055	22033	0.8451
9000	48174	56389	56388	0.8451
9000	48196	376	402	0.8451
9000	48269	21528	20238	0.8451
9000	48379	20169	18825	0.8451
9000	48386	7620	6332	0.8451
9000	48405	32443	32442	0.8451
9000	48412	50906	49658	0.8451
9000	48413	47357	48506	0.8451
9000	48501	20775	20752	0.8451
9000	48503	55663	55664	0.8451
9000	48610	16669	17974	0.8451
9000	48618	16046	14716	0.8451
9000	48834	145	157	0.8451
9000	48925	36182	36209	0.8451
9000	49026	50829	50828	0.8451
9000	49034	8989	7689	0.8451
9000	49179	50605	51859	0.8451
9000	49189	46371	47559	0.8451
9000	49391	55177	55144	0.8451
9000	49396	11779	11757	0.8451
9000	49536	39165	37832	0.8451
9000	49608	3157	3129	0.8451
9000	49610	3157	3158	0.8451
9000	49687	23104	21842	0.8451
9000	49697	9523	10843	0.8451
9000	49719	15937	15936	0.8451
9000	49723	46252	46253	0.8451
9000	49782	49995	49994	0.8451
9000	49861	5710	7031	0.8451
9000	49957	36675	36674	0.8451
9000	50007	23027	23026	0.8451
9000	50010	47196	47197	0.8451
9000	50084	26929	26897	0.8451
9000	50096	14311	14310	0.8451
9000	50097	14309	14280	0.8451
9000	50101	39311	39310	0.8451
9000	50104	32523	32522	0.8451
9000	50263	10342	10343	0.8451
9000	50381	32212	32229	0.8451
9000	50389	36	56	0.8451
9000	50437	35139	35168	0.8451
9000	50441	8901	10250	0.8451
9000	50521	2077	2076	0.8451
9000	50571	7311	7310	0.8451
9000	50579	18275	16928	0.8451
9000	50684	38080	38079	0.8451
9000	50725	47211	47185	0.8451
9000	50776	34906	33689	0.8451
9000	50782	32631	32630	0.8451
9000	50859	5645	4318	0.8451
9000	50865	28065	28035	0.8451
9000	50895	27412	28709	0.8451
9000	50907	36206	36235	0.8451
9000	50932	21761	23014	0.8451
9000	50937	3055	3092	0.8451
9000	51087	55722	55748	0.8451
9000	51092	30268	30269	0.8451
9000	51134	3782	5094	0.8451
9000	51160	14363	14364	0.8451
9000	51282	43564	43591	0.8451
9000	51359	42101	42069	0.8451
9000	51431	45573	45545	0.8451
9000	51554	4402	5721	0.8451
9000	51571	49113	49080	0.8451
9000	51673	31797	31824	0.8451
9000	51717	43657	44895	0.8451
9000	51723	51707	51706	0.8451
9000	51733	10838	10809	0.8451
9000	51755	4272	4294	0.8451
9000	51865	45949	44691	0.8451
9000	51878	16109	17442	0.8451
9000	51901	29327	29300	0.8451
9000	51906	28886	30176	0.8451
9000	51921	50115	50088	0.8451
9000	51933	54857	53588	0.8451
9000	51969	30100	30101	0.8451
9000	51999	2816	4080	0.8451
9000	52135	12660	12659	0.8451
9000	52166	27166	27165	0.8451
9000	52203	44434	44465	0.8451
9000	52221	16945	16976	0.8451
9000	52342	43638	44877	0.8451
9000	52456	20896	20920	0.8451
9000	52482	49139	50336	0.8451
9000	52508	51752	50504	0.8451
9000	52658	2261	3490	0.8451
9000	52662	25463	24240	0.8451
9000	52727	9412	9411	0.8451
9000	52846	30178	30179	0.8451
9000	52848	30237	28952	0.8451
9000	53041	52938	52909	0.8451
9000	53043	52938	52964	0.8451
9000	53083	27950	26614	0.8451
9000	53103	49072	50268	0.8451
9000	53117	23719	23747	0.8451
9000	53225	43431	44671	0.8451
9000	53306	8891	7603	0.8451
9000	53366	34213	34212	0.8451
9000	53378	43697	43725	0.8451
9000	53433	34948	34920	0.8451
9000	53448	38154	36856	0.8451
9000	53605	5785	5817	0.8451
9000	53724	38755	38754	0.8451
9000	53750	7285	5963	0.8451
9000	53753	11047	12362	0.8451
9000	53774	43107	41812	0.8451
9000	53813	23459	23458	0.8451
9000	53832	27310	28606	0.8451
9000	53892	50504	50532	0.8451
9000	53950	35594	35595	0.8451
9000	53979	43455	43456	0.8451
9000	53981	40769	39475	0.8451
9000	54049	16779	15426	0.8451
9000	54090	16108	16107	0.8451
9000	54300	4169	4146	0.8451
9000	54339	45420	45419	0.8451
9000	54372	20336	19003	0.8451
9000	54375	21071	19771	0.8451
9000	54528	25660	25694	0.8451
9000	54586	23642	23673	0.8451
9000	54589	32342	32369	0.8451
9000	54661	51755	51754	0.8451
9000	54784	51508	51526	0.8451
9000	54858	25696	24506	0.8451
9000	54925	14465	14464	0.8451
9000	54926	14465	14438	0.8451
9000	55238	40845	39570	0.8451
9000	55246	43898	43872	0.8451
9000	55289	54429	55717	0.8451
9000	55315	15172	13866	0.8451
9000	55319	1491	1527	0.8451
9000	55355	49479	48299	0.8451
9000	55367	52396	52420	0.8451
9000	55368	53689	53718	0.8451
9000	55492	8713	8712	0.8451
9000	55498	7934	6633	0.8451
9000	55579	4343	4344	0.8451
9000	55632	1790	1813	0.8451
9000	55696	32604	32640	0.8451
9000	55723	40568	40538	0.8451
9000	55724	39234	39200	0.8451
9000	55740	50683	51929	0.8451
9000	55859	23044	21791	0.8451
9000	55903	22527	23828	0.8451
9000	55953	56811	55584	0.8451
9000	55959	48741	48714	0.8451
9000	56006	30174	28882	0.8451
9000	56034	5483	5464	0.8451
9000	56038	11084	11107	0.8451
9000	56078	56502	55253	0.8451
9000	56088	18426	19771	0.8451
9000	56140	44965	46219	0.8451
9000	56144	47956	47930	0.8451
9000	56152	24353	25577	0.8451
9000	56364	24114	24115	0.8451
9000	56403	12864	14191	0.8451
9000	56570	48854	50055	0.8451
9000	56582	26477	26476	0.8451
9000	56708	25149	25148	0.8451
9000	56757	27761	26425	0.8451
9000	56815	16280	16305	0.8451
9000	56877	54254	54253	0.8451
9000	57008	41033	41008	0.8451
9000	57035	5305	5284	0.8451
9000	57068	52792	54057	0.8451
9000	57098	25119	26391	0.8451
9000	57124	24136	24137	0.8451
9000	57126	53781	55048	0.8451
9000	57207	16129	16128	0.8451
9000	57347	42673	42642	0.8451
9000	57388	29218	30544	0.8451
9000	57508	54510	54489	0.8451
9000	57512	18404	18437	0.8451
9000	57562	29760	29791	0.8451
9000	57740	42816	42817	0.8451
9000	57796	23484	24758	0.8451
9000	57799	55422	54161	0.8451
9000	57801	55422	55394	0.8451
9000	57982	29961	31233	0.8451
9000	58016	10003	9978	0.8451
9000	58044	24031	24006	0.8451
9000	58051	13224	13248	0.8451
9000	58246	32250	32277	0.8451
9000	58273	25146	25145	0.8451
9000	58274	25146	25118	0.8451
9000	58368	35320	35319	0.8451
9000	58419	23788	23755	0.8451
9000	58444	24230	24197	0.8451
9000	58470	16136	14808	0.8451
9000	58634	40557	40556	0.8451
9000	58685	45710	45709	0.8451
9000	58733	46225	46256	0.8451
9000	58792	53034	54307	0.8451
9000	58848	46139	44883	0.8451
9000	58928	53706	54990	0.8451
9000	58932	56814	56788	0.8451
9000	58936	8931	8907	0.8451
9000	58986	43537	43536	0.8451
9000	59059	35177	35178	0.8451
9000	59090	3402	3367	0.8451
