#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
22.5%,676000,1138562.8267853782,95813.30457024228,119.39855446683167,51.2
22.6%,677000,1138059.9753427934,95734.28209595251,119.30007994658722,51.2
22.6%,678000,1138417.3448731005,95587.96367909558,119.11774402212504,51.2
22.6%,679000,1138096.107174486,96152.32972668848,119.82103351386101,51.2
22.7%,680000,1138939.456192376,95598.2007960589,119.13050109143612,51.2
22.7%,681000,1138684.3321042117,95688.54470926832,119.24308391790751,51.2
22.7%,682000,1139123.4319936056,95896.01016919473,119.50161874381836,51.2
22.8%,683000,1139185.6467561703,95874.8167161113,119.47520834420138,51.2
22.8%,684000,1138690.0890734103,95904.57030059607,119.51228602348218,51.2
22.8%,685000,1138921.4413863253,95780.24552176852,119.35735765583011,51.2
22.9%,686000,1139013.3885493279,95789.3665415874,119.36872389130777,51.2
22.9%,687000,1139148.4900142588,95536.96758158335,119.05419480676584,51.2
22.9%,688000,1138945.713672746,95993.38680320341,119.62296545439922,51.2
23.0%,689000,1139668.8275626935,95422.03797723216,118.91097431472116,51.2
23.0%,690000,1139179.7015086282,96031.34696491798,119.67026982884259,51.2
23.0%,691000,1139633.4835469127,96318.59534132764,120.02822680642616,51.2
23.1%,692000,1139092.066547146,96461.81587367537,120.20670227608029,51.2
23.1%,693000,1139152.1537308488,96596.36218520804,120.37436829258917,51.2
23.1%,694000,1139657.0811441336,96094.58265509605,119.74907151543339,51.2
23.2%,695000,1139611.8136490397,95339.13308846814,118.80766169106145,51.2
23.2%,696000,1139313.9924428593,95587.11887061212,119.1166912569357,51.2
23.2%,697000,1139344.454992175,95928.33426747576,119.54189969046256,51.2
23.3%,698000,1138908.2878910862,96140.8422103071,119.80671824880986,51.2
23.3%,699000,1138966.2226422448,96056.77829090037,119.70196128937712,51.2
23.3%,700000,1138818.6047292668,95895.41794636761,119.50088074036677,51.2
23.4%,701000,1138412.529769592,96258.312024434,119.95310424460813,51.2
23.4%,702000,1139056.8115359992,95900.93243975338,119.50775267262954,51.2
23.4%,703000,1139438.0823803656,95626.38430740676,119.16562221088637,51.2
23.5%,704000,1139030.242344087,96626.7695600683,120.41226069823921,51.2
23.5%,705000,1139266.1514607407,96545.62680696354,120.31114397473591,51.2
23.5%,706000,1139158.6812004205,96199.21582960448,119.87946102492394,51.2
23.6%,707000,1138902.4551359378,96351.18220770286,120.06883520373859,51.2
23.6%,708000,1138803.7450781595,96128.46881948982,119.7912990438877,51.2
23.6%,709000,1138952.4420573674,95322.17300634572,118.78652674223427,51.1
23.7%,710000,1139264.553684596,95575.82974263612,119.10262321526265,51.1
23.7%,711000,1139255.4211570527,95751.98289030275,119.32213794018021,51.1
23.7%,712000,1138650.1681316346,96023.44169368534,119.6604186086798,51.1
23.8%,713000,1138873.729097033,95386.23630395521,118.86635975877891,51.1
23.8%,714000,1138277.1512872241,95624.81903022857,119.16367162758007,51.1
23.8%,715000,1138953.4716591313,95666.20329243313,119.21524297361665,51.1
23.9%,716000,1138887.1323316544,95776.04417317457,119.35212210998208,51.1
23.9%,717000,1138920.602112839,96002.90669104477,119.63482874261419,51.1
23.9%,718000,1139156.7659871168,95682.40813734641,119.23543677725054,51.1
24.0%,719000,1138448.075679835,96256.44087281963,119.95077249330338,51.1
24.0%,720000,1138470.2926143259,96433.15007894859,120.17098015514549,51.1
24.0%,721000,1138892.5631382093,96372.25316714321,120.09509295687309,51.1
24.1%,722000,1138218.986790169,96402.16579872758,120.13236883403329,51.1
24.1%,723000,1138852.1541942172,96166.89477955693,119.83918387686148,51.1
24.1%,724000,1139032.9168834798,96065.84905125547,119.71326489360175,51.1
24.2%,725000,1139017.274551874,95562.21024730199,119.08565116672767,51.1
24.2%,726000,1138726.4888985846,95815.29759261417,119.4010380884048,51.1
24.2%,727000,1138596.7922809534,95243.74473862443,118.68879269749735,51.1
24.3%,728000,1138589.5897533167,95643.57434040381,119.18704371492791,51.1
24.3%,729000,1138245.9668918755,95761.9363709634,119.33454155372978,51.1
24.3%,730000,1138883.640664678,95416.29544029731,118.90381820407381,51.1
24.4%,731000,1139217.1518202145,95494.57065692975,119.00136152291049,51.1
24.4%,732000,1138585.2399216276,96465.57879809095,120.21139147595503,51.1
24.4%,733000,1138735.0852260087,96298.55199074968,120.00324961670898,51.1
24.5%,734000,1138514.0028226897,96251.90322207997,119.94511786171104,51.1
24.5%,735000,1139353.5786401723,95945.25837329836,119.56298980712147,51.1
24.5%,736000,1139287.910016628,96161.6884668199,119.83269598650335,51.1
24.6%,737000,1138951.2789656557,95755.39398098321,119.32638869948997,51.1
24.6%,738000,1139224.0852991566,96344.48295461583,120.06048687322033,51.1
24.6%,739000,1139152.621558359,96479.66093180807,120.22894004519783,51.1
24.7%,740000,1138412.5344588198,96501.70715600938,120.2564131327079,51.1
24.7%,741000,1139047.0785311647,95631.06023383311,119.17144915588742,51.1
24.7%,742000,1139107.9975456651,95616.21647814632,119.15295148502832,51.1
24.8%,743000,1138722.2733856272,95414.9086827462,118.90209008450063,51.1
24.8%,744000,1138563.9864203036,95952.08728153995,119.57149970849989,51.1
24.8%,745000,1138652.028026048,95803.77322767003,119.38667690420758,51.1
24.9%,746000,1139187.2721178662,95465.23124612536,118.96479996964118,51.1
24.9%,747000,1139396.5595839713,95954.00425653567,119.57388856299627,51.1
24.9%,748000,1138629.3329532407,96762.99586648503,120.58202025448736,51.1
25.0%,749000,1138943.3179850932,96076.56077454824,119.72661339757771,51.1
25.0%,750000,1138732.3032538034,96016.6422337245,119.65194540452386,51.1
25.0%,751000,1138617.4670003317,96587.51970035123,120.36334915579462,51.1
25.1%,752000,1138998.110744061,96576.73584797047,120.34991076754967,51.1
25.1%,753000,1138963.7980740983,95747.61020885693,119.31668888645937,51.1
25.1%,754000,1138317.8578618225,96162.49761417197,119.8337043122742,51.1
25.2%,755000,1138743.7571927514,95726.7358131519,119.29067608287505,51.1
25.2%,756000,1138657.945737658,95523.72384369854,119.03769101153324,51.1
25.2%,757000,1138589.2002729923,95148.79957281303,118.57047598143853,51.1
25.3%,758000,1138825.7293908298,95698.9600357922,119.25606306455974,51.1
25.3%,759000,1138868.079396082,96175.62918383021,119.85006832812884,51.1
25.3%,760000,1138716.8871079013,95957.47827950065,119.57821774590113,51.1
25.4%,761000,1138875.5983998254,96333.36550927098,120.0466327753005,51.1
25.4%,762000,1138872.6345847528,95940.31825743633,119.55683364023557,51.1
25.4%,763000,1138699.3930706289,96689.98488171166,120.49103700240936,51.1
25.5%,764000,1139058.5365189929,96213.86451354026,119.89771560548161,51.1
25.5%,765000,1138626.699722834,95915.1219141563,119.52543500536977,51.1
25.5%,766000,1138524.4235336967,95512.53499489685,119.02374793359579,51.1
25.6%,767000,1138659.2043565307,96264.14274130427,119.96037024142286,51.1
25.6%,768000,1138508.1308028102,96361.05576547861,120.08113922071365,51.1
25.6%,769000,1138631.332174249,95982.3335048002,119.60919129372965,51.1
25.7%,770000,1139032.6335082445,95448.58422238019,118.94405514114096,51.1
25.7%,771000,1138997.1889812276,95817.91005520505,119.40429363061108,51.1
25.7%,772000,1138965.369582126,95669.72265192046,119.21962865300974,51.1
25.8%,773000,1139111.1154119298,95782.4151964569,119.36006141417158,51.1
25.8%,774000,1138895.8504534084,96205.37942813517,119.88714184501652,51.1
25.8%,775000,1139223.317732595,96148.71745674958,119.81653205332812,51.1
25.9%,776000,1139142.382815864,96292.76191314684,119.99603426285879,51.1
25.9%,777000,1139739.2354478594,96094.10364185744,119.74847458906167,51.1
25.9%,778000,1139244.3871982675,95826.83188537779,119.4154116442377,51.1
26.0%,779000,1139310.9574746117,95921.20885034205,119.53302029203711,51.1
26.0%,780000,1139068.4657689948,96322.46470519187,120.03304864671408,51.1
26.0%,781000,1139212.3999595828,96119.34310223078,119.77992695465554,51.1
26.1%,782000,1139144.1560101379,96253.24150989848,119.94678558031971,51.1
26.1%,783000,1138638.013201477,96495.55529918386,120.24874694463989,51.1
26.1%,784000,1138914.616474282,95889.04107568179,119.49293414938627,51.1
26.2%,785000,1138785.8192863911,96036.63215069694,119.6768560075046,51.1
26.2%,786000,1138813.6604843736,96016.40077174357,119.65164450464769,51.1
26.2%,787000,1138954.6867567096,96337.26299043858,120.05148965420223,51.1
26.3%,788000,1138635.1938810665,96162.90291799456,119.8342093850379,51.1
26.3%,789000,1138974.082506325,95834.80331872164,119.42534531287122,51.1
26.3%,790000,1139280.6650048792,95671.82115459681,119.22224371975047,51.1
26.4%,791000,1138870.9969954435,95872.98159052804,119.47292148703798,51.1
26.4%,792000,1139158.3833904061,95290.021309703,118.74646063534009,51.1
26.4%,793000,1138557.771376893,95992.20691745002,119.62149512985482,51.1
26.5%,794000,1138275.1015778687,96033.43696700562,119.67287430250327,51.1
26.5%,795000,1138451.1510079838,95761.18150483872,119.33360087096648,51.1
26.5%,796000,1138453.1272749268,95299.17728657281,118.75787043284045,51.1
26.6%,797000,1138184.2060349993,96211.18602402943,119.89437778327434,51.1
26.6%,798000,1138588.4726957418,95888.39002662504,119.49212283913442,51.1
26.6%,799000,1138851.6280095577,95929.5254531865,119.54338409654376,51.1
26.7%,800000,1138616.374067761,96134.10685403571,119.79832492800509,51.1
26.7%,801000,1138275.4784880895,96058.22031207226,119.70375827617563,51.1
26.7%,802000,1138598.1221146174,95722.20932958373,119.28503536734726,51.1
26.8%,803000,1138584.4029124957,95477.85068771154,118.9805257927962,51.1
26.8%,804000,1138345.288781112,95510.71005878862,119.02147377413229,51.1
26.8%,805000,1138446.8146406393,95665.60886938153,119.21450222833685,51.1
26.9%,806000,1138730.3001436535,95206.98485157234,118.64298405540877,51.1
26.9%,807000,1138380.299142681,95994.61789512064,119.62449958993491,51.1
26.9%,808000,1138553.2174170744,95519.08792268593,119.03191391961464,51.1
27.0%,809000,1138722.656911105,96040.39631367542,119.68154675082488,51.1
27.0%,810000,1138654.7678340934,95790.92057654035,119.37066046502062,51.1
27.0%,811000,1139009.9739698935,95323.36020196852,118.78800617603386,51.1
27.1%,812000,1139477.42619887,95387.56455844687,118.86801497427304,51.1
27.1%,813000,1139104.676324293,96177.81508930228,119.85279231259778,51.1
27.1%,814000,1139365.7158846222,95341.11097750651,118.81012645410388,51.1
27.2%,815000,1139282.9655095525,95858.1015903329,119.4543786497803,51.1
27.2%,816000,1138911.2682169154,96028.2061962609,119.66635593359335,51.1
27.2%,817000,1139655.636750536,95982.30734776193,119.60915869791666,51.1
27.3%,818000,1139024.7375166584,95774.87814215904,119.35066905063566,51.1
27.3%,819000,1138731.0852508098,95947.88263584716,119.56626005394443,51.1
27.3%,820000,1138780.06153523,96462.21133489834,120.20719508340576,51.1
27.4%,821000,1139339.8417206425,95759.12820471221,119.33104213376299,51.1
27.4%,822000,1138684.0588531867,95498.77867078027,119.00660537472399,51.1
27.4%,823000,1138882.5975898094,95349.07854914284,118.82005531043814,51.1
27.5%,824000,1138863.3403446563,95708.80032736095,119.26832562657145,51.1
27.5%,825000,1138801.66916316,95994.72330267867,119.62463094444894,51.1
27.5%,826000,1138906.8534646071,96165.71394774101,119.83771237337332,51.1
27.6%,827000,1138540.2260610089,95874.40537691538,119.47469575040653,51.1
27.6%,828000,1138863.9470873456,95811.19155844735,119.39592131943093,51.1
27.6%,829000,1139005.3820353765,95581.8938980012,119.11018011341892,51.1
27.7%,830000,1138793.2939395718,95575.36751106089,119.10204720150173,51.1
27.7%,831000,1139346.2222004887,95507.10345201589,119.0169793708015,51.1
27.7%,832000,1138838.7843826748,96011.8592574205,119.64598505841839,51.1
27.8%,833000,1138968.0688783787,96253.23747801836,119.94678055595843,51.1
27.8%,834000,1138888.0356046837,96142.73856674237,119.80908140931392,51.1
27.8%,835000,1138174.1416550074,96083.19251540174,119.73487759715894,51.1
27.9%,836000,1138901.9662238266,95954.98286858365,119.5751080686217,51.1
27.9%,837000,1139032.840687327,95679.39012123157,119.23167585111314,51.1
27.9%,838000,1138905.8397903685,95771.13067831073,119.34599911707672,51.1
28.0%,839000,1139303.0618666504,95902.17085695424,119.50929593662896,51.1
28.0%,840000,1139006.6688220818,95973.65731039741,119.59837938118145,51.1
28.0%,841000,1138980.616874531,96130.27897988356,119.79355479047045,51.1
28.1%,842000,1139137.2714363858,96278.64619456808,119.97844384155849,51.1
28.1%,843000,1139404.1228978,96028.31163056634,119.6664873214389,51.1
28.1%,844000,1139112.622810753,96144.54767730072,119.81133584763548,51.1
28.2%,845000,1138710.475956561,96213.3531060194,119.89707831070288,51.1
28.2%,846000,1139288.9308744725,96499.61575507192,120.25380691585877,51.1
28.2%,847000,1138828.44115543,96214.58030537631,119.89860759549184,51.1
28.3%,848000,1138736.3186752014,96252.1567889216,119.94543384616107,51.1
28.3%,849000,1138903.1856925897,96137.49027479372,119.80254120620852,51.1
28.3%,850000,1138824.7972088456,95966.1727688158,119.58905245680806,51.1
28.4%,851000,1139647.0581396054,95924.39482519214,119.53699052136355,51.1
28.4%,852000,1139111.420022674,96490.00559160739,120.24183112991753,51.1
28.4%,853000,1138572.2475030962,96457.70541155312,120.20157998917256,51.1
28.5%,854000,1138669.3727759607,96114.5944370543,119.7740093656499,51.1
28.5%,855000,1138779.2921530046,95699.90267060846,119.25723773685556,51.1
28.5%,856000,1138288.4108724948,95672.76917796116,119.22342510703078,51.1
28.6%,857000,1138872.3263298105,95659.9843264537,119.20749315691268,51.1
28.6%,858000,1138711.8013351914,96141.17765984198,119.80713627206603,51.1
28.6%,859000,1138842.4437063374,95797.23002913871,119.37852304238501,51.1
28.7%,860000,1138936.2234727778,96153.1767239885,119.82208900666248,51.1
28.7%,861000,1138746.69750599,96810.3470703507,120.64102735500627,51.1
28.7%,862000,1138802.630118629,96243.87043752753,119.93510773975346,51.1
28.8%,863000,1139170.4787251242,95944.72775677693,119.56232857488531,51.1
28.8%,864000,1139102.7600895837,96022.45464369275,119.65918858803883,51.1
28.8%,865000,1138621.5063227788,95919.57334687962,119.5309821956567,51.1
28.9%,866000,1138305.036508171,95792.5138961086,119.3726459935869,51.1
28.9%,867000,1138413.315386219,95925.59694825677,119.53848855712019,51.1
28.9%,868000,1138092.6793787945,95574.94590970642,119.10152181943178,51.1
29.0%,869000,1138120.8831898104,95731.85507075419,119.29705548874564,51.1
29.0%,870000,1137940.0298640747,95800.1773693883,119.38219589519916,51.1
29.0%,871000,1137546.6792887598,95899.63517911367,119.50613608038441,51.1
29.1%,872000,1138125.2359690387,95606.48988109652,119.14083060439661,51.1
29.1%,873000,1138070.318337161,95568.24646115581,119.09317324533494,51.1
29.1%,874000,1138337.8445960581,95796.33946294441,119.37741325583988,51.1
29.2%,875000,1138702.7865173388,95884.73631310737,119.48756973333764,51.1
29.2%,876000,1138851.511166826,95731.43662935756,119.29653404448369,51.1
29.2%,877000,1138774.532436207,96030.19330052137,119.66883218026223,51.1
29.3%,878000,1138362.440304175,96112.31115041394,119.77116402881994,51.1
29.3%,879000,1138960.477110887,95790.26146214575,119.36983910408024,51.1
29.3%,880000,1138646.621320365,96012.48470497876,119.64676446514783,51.1
29.4%,881000,1139219.2392511424,95773.0531127899,119.34839477495429,51.1
29.4%,882000,1139557.623877449,95809.26968029432,119.39352635482385,51.1
29.4%,883000,1138748.6713981293,96223.67586498379,119.90994210351315,51.1
29.5%,884000,1139019.147468757,95527.96336681338,119.04297412888123,51.1
29.5%,885000,1138303.337714864,96007.2642111287,119.64025890287654,51.1
29.5%,886000,1138786.1107952613,95380.08784806554,118.85869780881565,51.1
29.6%,887000,1138328.2271222416,96178.42567884599,119.85355320388754,51.1
29.6%,888000,1138334.4444296807,96495.47385920364,120.24864545752432,51.1
29.6%,889000,1139271.1316570845,95443.7561045048,118.93803854148707,51.1
29.7%,890000,1138441.7662651613,96307.83699242439,120.01482019955397,51.1
29.7%,891000,1138646.8402116708,95886.47756398232,119.48973960774461,51.1
29.7%,892000,1138346.7999426331,96242.56852232518,119.93348534718601,51.1
29.8%,893000,1138436.9971408118,95967.92239465853,119.59123276775148,51.1
29.8%,894000,1138639.7048961576,95616.35189105276,119.15312023095937,51.1
29.8%,895000,1138418.9870739356,95935.0902696051,119.55031873927668,51.1
29.9%,896000,1138223.1664925944,96326.68077884507,120.0383025423184,51.1
29.9%,897000,1138306.6626163833,95886.11739698268,119.48929078261206,51.1
29.9%,898000,1138609.805198215,96066.75534170147,119.71439427505523,51.1
30.0%,899000,1139060.3992673513,95645.19182816995,119.18905936089702,51.1
30.0%,900000,1138296.7561953962,95903.94979070731,119.51151276987108,51.1
30.0%,901000,1138751.1947953366,96065.7303297889,119.71311694784873,51.1
30.1%,902000,1138024.4556972496,96023.31184168479,119.66025679251837,51.1
30.1%,903000,1138427.9223821815,95970.20245252181,119.59407408101376,51.1
30.1%,904000,1138082.169405764,95899.3388159108,119.50576676488924,51.1
30.2%,905000,1138259.0813339278,95796.5729203877,119.37770418079423,51.1
30.2%,906000,1138344.8870224562,95723.64608429339,119.28682579129962,51.1
30.2%,907000,1138255.1383724157,95655.87733064423,119.20237518957973,51.1
30.3%,908000,1137918.6929588653,95353.90471144646,118.82606947313987,51.1
30.3%,909000,1138251.9903977532,95312.73353723626,118.77476366849771,51.1
30.3%,910000,1138067.2721062917,95433.78111817436,118.92560812846642,51.1
30.4%,911000,1138299.7854785174,95947.54181444188,119.56583533648681,51.1
30.4%,912000,1139094.1245316155,95611.71357809781,119.14734015830172,51.1
30.4%,913000,1138861.9913253207,95935.23805815441,119.55050290721904,51.1
30.5%,914000,1139011.3371754978,96216.15538187718,119.90057039030643,51.1
30.5%,915000,1139148.7385925092,96070.12602268954,119.71859467748733,51.1
30.5%,916000,1139213.9233639762,95947.07282746334,119.56525090442331,51.1
30.6%,917000,1139241.0661183018,96003.9208434096,119.63609253710405,51.1
30.6%,918000,1138999.1420857683,96114.10693013456,119.77340185480607,51.1
30.6%,919000,1138912.736301355,95841.03294479949,119.43310841374641,51.1
30.7%,920000,1138529.0303804707,96206.03525954168,119.8879591148337,51.1
30.7%,921000,1138852.135259593,95961.57365147019,119.5833212280883,51.1
30.7%,922000,1138817.9252805468,96047.11073861508,119.68991398787476,51.1
30.8%,923000,1138799.743827669,95908.16657312826,119.5167675487123,51.1
30.8%,924000,1138832.2064126767,95934.4504874163,119.54952146932695,51.1
30.8%,925000,1138586.8117893133,95914.68554498906,119.52489122026584,51.1
30.9%,926000,1138553.9582803044,95572.3010964873,119.09822596321834,51.1
30.9%,927000,1138937.3147867229,95653.85880546525,119.19985978746928,51.1
30.9%,928000,1138777.3480683547,96235.63461532212,119.92484460071886,51.1
31.0%,929000,1138338.4625944477,96177.80864089457,119.85278427686033,51.1
31.0%,930000,1138656.0800610352,96267.4520818422,119.96449420393768,51.1
31.0%,931000,1139003.668880662,95920.82455040155,119.53254139343755,51.1
31.1%,932000,1138823.1790692527,96034.33062534596,119.67398794235218,51.1
31.1%,933000,1138600.2453145925,96105.21966483076,119.76232691448126,51.1
31.1%,934000,1138728.6232295837,96610.67273505786,120.39220150451479,51.1
31.2%,935000,1138675.757138541,95977.59787180569,119.60328994488705,51.1
31.2%,936000,1138765.8262040187,95888.00721332857,119.49164579312881,51.1
31.2%,937000,1138772.5675188042,95191.50971578492,118.62369958493274,51.1
31.3%,938000,1138795.3949922062,95628.57210271401,119.16834855038928,51.1
31.3%,939000,1138926.4457024187,95534.3689246607,119.05095646860903,51.1
31.3%,940000,1138501.4612960834,95847.54384275069,119.4412220239297,51.1
31.4%,941000,1139084.3835520688,95269.3190610107,118.72066235420198,51.1
31.4%,942000,1138558.798389269,95709.65694539231,119.26939310832815,51.1
31.4%,943000,1138662.9926929735,95392.30693823527,118.8739247306895,51.1
31.5%,944000,1138318.4786269441,95917.22301141487,119.52805330537093,51.1
31.5%,945000,1139561.3563079908,95976.75437239892,119.60223881101464,51.1
31.5%,946000,1139118.1624984667,96400.69870922726,120.1305406081267,51.1
31.6%,947000,1139020.5225837827,96150.64616943689,119.81893553484753,51.1
31.6%,948000,1139189.2328161076,96096.56792666468,119.75154547827792,51.1
31.6%,949000,1139591.731321944,96387.03046510417,120.11350781087879,51.1
31.7%,950000,1139463.060906332,96567.54547217258,120.33845810353608,51.1
31.7%,951000,1139620.770083962,96276.96081797304,119.97634359535488,51.1
31.7%,952000,1139395.5133421198,95900.05539223473,119.50665973249563,51.1
31.8%,953000,1139328.2943087853,96206.23073566618,119.88820270904854,51.1
31.8%,954000,1138944.6953287069,96678.76095761663,120.4770502151004,51.1
31.8%,955000,1139170.241432501,96462.37335595088,120.20739698730162,51.1
31.9%,956000,1139083.0182314534,96064.35950774905,119.71140868644679,51.1
31.9%,957000,1139265.418721633,96203.16051446642,119.88437672710597,51.1
31.9%,958000,1139114.0263764355,96008.41311876143,119.64169062377562,51.1
32.0%,959000,1139230.946079433,95650.00895652895,119.19506226587276,51.1
32.0%,960000,1138647.5580920782,95945.14359878011,119.56284677989126,51.1
32.0%,961000,1138669.9942480233,96249.89435935754,119.942614500552,51.1
32.1%,962000,1138485.9398133997,95874.33808536197,119.47461189447189,51.1
32.1%,963000,1138714.8979137987,95630.21292278025,119.1703932721002,51.1
32.1%,964000,1138347.4839251582,95659.90660382912,119.20739630221107,51.1
32.2%,965000,1138556.1263053007,95802.71544409211,119.38535873831498,51.1
32.2%,966000,1138307.903453216,95731.98848926963,119.29722174934957,51.1
32.2%,967000,1138527.2591005042,95823.3597330749,119.41108479247411,51.1
32.3%,968000,1139116.791381633,95995.10738392739,119.62510957052389,51.1
32.3%,969000,1138647.7559630685,95927.87420815065,119.54132638366937,51.1
32.3%,970000,1138852.4561227597,95952.91894945278,119.57253609845672,51.1
32.4%,971000,1138993.5795974433,96186.57287635282,119.86370590250945,51.1
32.4%,972000,1139147.6686677616,96179.26464927716,119.85459869393897,51.1
32.4%,973000,1138387.9350481331,95770.90986407953,119.34572394756734,51.1
32.5%,974000,1138605.9251363296,95766.8518976077,119.34066707855541,51.1
32.5%,975000,1138313.6726225913,95719.20366822403,119.28128983719178,51.1
32.5%,976000,1138478.4389070924,95918.0276210185,119.52905597638842,51.1
32.6%,977000,1138173.5656520538,95748.53014959775,119.31783527834243,51.1
32.6%,978000,1138502.7562643345,95760.64825724998,119.33293636000369,51.1
32.6%,979000,1138269.854416309,95808.27822282624,119.39229084177026,51.1
32.7%,980000,1138445.7193788942,95946.35733051738,119.56435928189285,51.1
32.7%,981000,1138576.947910212,95516.1727992434,119.0282812140453,51.1
32.7%,982000,1138371.6427208502,95660.36486333913,119.20796736614955,51.1
32.8%,983000,1138513.8262678925,96068.89175303845,119.7170565819919,51.1
32.8%,984000,1138479.8524886388,95995.53847709132,119.62564678089197,51.1
32.8%,985000,1139123.9184584022,96248.97422337574,119.94146786536774,51.1
32.9%,986000,1139017.127031412,96463.26355731004,120.20850631920437,51.1
32.9%,987000,1139096.5401023421,96161.40742756729,119.83234576707756,51.1
32.9%,988000,1138367.965234775,96312.6972407942,120.02087683889344,51.1
33.0%,989000,1138467.2845064849,96285.30003466178,119.98673558029357,51.1
33.0%,990000,1138555.1439202726,95788.15529933234,119.36721449159536,51.1
33.0%,991000,1139024.554346323,95336.30542920946,118.80413797971964,51.1
33.1%,992000,1139144.0858080983,95199.98986515493,118.63426719431625,51.1
33.1%,993000,1138545.6045483518,95658.60055228583,119.20576875510758,51.1
33.1%,994000,1138642.2195348348,95718.04274098994,119.27984313796549,51.1
33.2%,995000,1138950.8105237335,95590.63361992079,119.1210711913159,51.1
33.2%,996000,1139207.4412753452,95836.5820586553,119.42756190458365,51.1
33.2%,997000,1138957.703099003,95761.25233716791,119.33368913926859,51.1
33.3%,998000,1139052.990971351,95517.83313613152,119.03035025680776,51.1
33.3%,999000,1138708.871781407,95994.70513622156,119.62460830616578,51.1
33.3%,1000000,1138401.87142599,95621.32105692489,119.15931259875943,51.1
33.4%,1001000,1138659.946694348,95741.46163355504,119.30902678768958,51.1
33.4%,1002000,1138393.0539650265,96010.4442484086,119.64422173305,51.1
33.4%,1003000,1138459.0361756384,95823.93773515022,119.41180507461637,51.1
33.5%,1004000,1138791.7175936513,96008.93084911925,119.64233579781073,51.1
33.5%,1005000,1138648.0593449473,96061.44592751171,119.70777790395556,51.1
33.5%,1006000,1138996.6982484777,96545.76031823471,120.31131035092817,51.1
33.6%,1007000,1138867.513838755,96595.81682880691,120.3736886921281,51.1
33.6%,1008000,1139339.0824800264,95779.09549163154,119.35592453611292,51.1
33.6%,1009000,1139366.1655251198,95351.70503263696,118.82332832491078,51.1
33.7%,1010000,1138914.239221044,95680.18274274492,119.23266358307121,51.1
33.7%,1011000,1139426.8471416458,95206.43370251267,118.64229723637757,51.1
33.7%,1012000,1139090.8087982405,96017.55250212057,119.65307974313325,51.1
33.8%,1013000,1139160.1704867315,96315.77255777078,120.02470917098111,51.1
33.8%,1014000,1138652.8666450009,96273.4116324901,119.97192074804678,51.1
33.8%,1015000,1138565.6193294637,96051.74998513327,119.69569522390009,51.1
33.9%,1016000,1138448.9910248984,95946.1375173476,119.56408535986455,51.1
33.9%,1017000,1138154.8885211498,95831.75754791917,119.42154979999665,51.1
33.9%,1018000,1138872.435639007,95963.26621040271,119.5854304246221,51.1
34.0%,1019000,1138610.1356248409,95983.80895050314,119.61102993278834,51.1
34.0%,1020000,1138568.26992503,96341.8969642451,120.05726431959361,51.1
34.0%,1021000,1138707.3035086691,96207.22205356252,119.88943804817364,51.1
34.1%,1022000,1139052.9553720318,95603.94659660163,119.13766126905585,51.1
34.1%,1023000,1139098.575684389,96003.08426798921,119.6350500316154,51.1
34.1%,1024000,1139264.5404482763,96088.21831660967,119.74114054155852,51.1
34.2%,1025000,1138572.9549318776,96058.28622893087,119.7038404190228,51.1
34.2%,1026000,1138676.1103832982,95771.74800454124,119.34676840334534,51.1
34.2%,1027000,1138783.097345585,96419.95900736314,120.15454199046435,51.1
34.3%,1028000,1138190.4839137327,96135.69054431436,119.80029845695121,51.1
34.3%,1029000,1139049.041160835,95494.48030339197,119.00124892809028,51.1
34.3%,1030000,1138594.112457646,96102.12354441882,119.75846865801785,51.1
34.4%,1031000,1138456.7812105808,96047.50411903346,119.69040420218812,51.1
34.4%,1032000,1138144.6579311397,95942.9001845833,119.56005113044183,51.1
34.4%,1033000,1138859.8468680624,95956.6061770849,119.57713096814878,51.1
34.5%,1034000,1138499.8061888441,95955.0797747573,119.57522882906414,51.1
34.5%,1035000,1138373.0989900902,96307.692686552,120.01464037157872,51.1
34.5%,1036000,1138428.6479106117,96284.1617489843,119.98531709603327,51.1
34.6%,1037000,1138339.796105925,95475.30904457674,118.97735850285011,51.1
34.6%,1038000,1138266.4118038192,96041.67602706459,119.68314147641632,51.1
34.6%,1039000,1138262.5960791744,95495.10595321057,119.00202858686814,51.1
34.7%,1040000,1138546.2067925315,96393.18648007291,120.12117918065192,51.1
34.7%,1041000,1139017.333763158,96065.53936518435,119.71287897570238,51.1
34.7%,1042000,1138999.032858232,95864.08889216541,119.46183977626127,51.1
34.8%,1043000,1139003.535008004,95538.99621614159,119.05672280676418,51.1
34.8%,1044000,1138805.0330083221,95824.26510219832,119.41221302581373,51.1
34.8%,1045000,1138723.6509433035,95779.38245847356,119.35628214225405,51.1
34.9%,1046000,1138720.2346695252,95928.9318528764,119.54264437653019,51.1
34.9%,1047000,1138567.590559885,95791.13872951322,119.37093231818058,51.1
34.9%,1048000,1138117.6050464343,95923.78962843052,119.53623635033449,51.1
35.0%,1049000,1138166.7814245895,96018.09337499941,119.65375375641537,51.1
35.0%,1050000,1138806.172979623,95987.46912005224,119.6155910838229,51.1
35.0%,1051000,1138180.929088112,95749.86286922313,119.31949605810046,51.1
35.1%,1052000,1138374.1627748366,95691.8244232077,119.24717096098762,51.1
35.1%,1053000,1138300.7994264383,95608.63815335731,119.14350769192312,51.1
