#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
33.6%,1009000,726781.4639732335,96259.7192181089,119.95485783082867,7.79
33.7%,1010000,725734.5734637864,96605.82133062601,120.3861558861229,7.8
33.7%,1011000,726003.7974222619,95892.98586763466,119.49784998502057,7.8
33.7%,1012000,726242.1786352452,96250.39478980636,119.94323811616017,7.81
33.8%,1013000,725975.0173747577,96466.59425042952,120.21265689041807,7.82
33.8%,1014000,725778.7090242747,96254.77994895117,119.94870271907044,7.83
33.8%,1015000,725997.7434176598,95960.14109272818,119.58153603297629,7.84
33.9%,1016000,725721.0045216214,95746.54773914017,119.31536488089546,7.85
33.9%,1017000,725541.0668912828,96474.99816015668,120.22312949313012,7.86
33.9%,1018000,726460.9993712623,95961.93841065746,119.58377577581405,7.87
34.0%,1019000,725969.381756654,97058.17376854701,120.94985867708257,7.88
34.0%,1020000,726031.9915504381,96758.91746778965,120.5769379236884,7.89
34.0%,1021000,725864.3375705779,96421.31904892056,120.15623681767752,7.9
34.1%,1022000,725822.1382279247,96011.0143047965,119.64493211360711,7.91
34.1%,1023000,726013.9381686412,95981.24265810061,119.6078319259502,7.92
34.1%,1024000,726003.7007504776,96218.74184659602,119.90379353504602,7.92
34.2%,1025000,725641.352952838,96222.648823223,119.90866224679424,7.93
34.2%,1026000,725745.3495588675,95901.71153323611,119.50872354651861,7.94
34.2%,1027000,725773.0575714782,96476.92995278657,120.22553681274583,7.95
34.3%,1028000,725893.3613634016,96777.29197291419,120.59983546762297,7.96
34.3%,1029000,725827.1048946194,96556.40341859401,120.32457333985904,7.97
34.3%,1030000,725858.5829369891,96506.71817280196,120.26265765338411,7.98
34.4%,1031000,725536.4037663676,96114.04503982383,119.77332472967538,7.99
34.4%,1032000,726129.6700421106,95683.61290942549,119.23693811409879,8
34.4%,1033000,725872.6178358495,96177.39910085643,119.85227392510106,8.01
34.5%,1034000,725958.4916926529,95749.42597862566,119.31895162321187,8.02
34.5%,1035000,725526.2866928075,96497.85627783465,120.25161432851728,8.03
34.5%,1036000,725852.3500505146,95867.78710829686,119.46644833936409,8.04
34.6%,1037000,725611.797193097,96186.6215317474,119.86376653483819,8.04
34.6%,1038000,725866.4040135965,95750.22950769175,119.31995294770844,8.05
34.6%,1039000,725963.9527117703,96142.65945554711,119.8089828242333,8.06
34.7%,1040000,726306.6070289072,96134.0858031674,119.79829869528868,8.07
34.7%,1041000,726097.4707245901,95879.19485863071,119.48066420328497,8.08
34.7%,1042000,725916.9816180114,96236.8790371269,119.92639534740589,8.09
34.8%,1043000,726158.6284029577,96452.64610283606,120.19527528910895,8.1
34.8%,1044000,726520.8300808519,95955.09241168543,119.5752445766783,8.11
34.8%,1045000,726672.1422877647,96275.3824279178,119.97437667132667,8.12
34.9%,1046000,726309.3877803069,96396.82339657834,120.12571135471076,8.13
34.9%,1047000,726437.0254097767,95894.73770272531,119.50003304903683,8.14
34.9%,1048000,726092.7924312986,96227.86749108808,119.91516553359901,8.15
35.0%,1049000,726068.608862279,96142.48107180663,119.8087605298364,8.15
35.0%,1050000,725954.3733200673,95972.24390973098,119.59661806006629,8.16
35.0%,1051000,725657.3561672419,96154.83979252039,119.8241614534858,8.17
35.1%,1052000,725624.7587579526,96361.17705273101,120.08129036384223,8.18
35.1%,1053000,726081.2182519641,96518.64329380688,120.27751824311342,8.19
35.1%,1054000,726536.44757469,96119.74221946209,119.78042431794651,8.2
35.2%,1055000,726294.2746413294,96042.61081916309,119.68430637544354,8.21
35.2%,1056000,725388.6513918396,96163.77204864842,119.83529245950419,8.22
35.2%,1057000,725889.9955799412,95967.80523655876,119.59108677020117,8.23
35.3%,1058000,726288.9462908804,96005.2567669561,119.63775730945528,8.24
35.3%,1059000,726111.3621565215,96364.20095767644,120.08505862839534,8.25
35.3%,1060000,725783.4549150709,96370.80221771932,120.09328484405835,8.26
35.4%,1061000,725756.2610130757,96164.38156459741,119.8360520129249,8.26
35.4%,1062000,725804.6070905719,95974.69790430805,119.59967612602576,8.27
35.4%,1063000,725152.4690661784,96413.2649001865,120.14620007256556,8.28
35.5%,1064000,725873.247645041,96075.46663186932,119.72524992248592,8.29
35.5%,1065000,725993.1560566872,96024.49060782063,119.66172572184196,8.3
35.5%,1066000,726060.7888080236,96534.48717520572,120.29726222903116,8.31
35.6%,1067000,725833.6421262976,96619.31575077599,120.40297207116633,8.32
35.6%,1068000,726263.6636417788,96348.29403323075,120.06523608085513,8.33
35.6%,1069000,726548.4439277351,96196.04655364898,119.87551160506528,8.34
35.7%,1070000,726507.1696524508,96344.808397191,120.06089242621958,8.35
35.7%,1071000,726372.9316845778,96623.89490263455,120.40867841972667,8.36
35.7%,1072000,726195.5000617113,96484.34073173485,120.23477181719397,8.36
35.8%,1073000,726540.7621608097,96530.51583356422,120.29231330827932,8.37
35.8%,1074000,726134.4983853996,96249.19657981803,119.94174495671643,8.38
35.8%,1075000,726246.2648714744,96399.09099733512,120.1285371444451,8.39
35.9%,1076000,726425.9922757987,95942.80961403814,119.55993826519607,8.4
35.9%,1077000,726254.9199871048,96290.29644813048,119.99296190291503,8.41
35.9%,1078000,726020.2754288558,96607.87915471845,120.38872026090453,8.42
36.0%,1079000,726631.1326960102,96168.4016009309,119.84106161497625,8.43
36.0%,1080000,726729.3023582455,96273.51935021559,119.97205498139539,8.44
36.0%,1081000,726390.3737566508,96484.22627425712,120.23462918504649,8.45
36.1%,1082000,726240.2960026227,96489.07218015703,120.2406679513966,8.45
36.1%,1083000,726188.92357325,96917.81935878433,120.77495485016755,8.46
36.1%,1084000,725876.8403570894,95963.19898766138,119.58534665443824,8.47
36.2%,1085000,726061.3555262107,95847.08811882143,119.44065411972647,8.48
36.2%,1086000,726193.5632453617,95163.79928860691,118.58916800329537,8.49
36.2%,1087000,725944.4911664035,96059.79774751868,119.70572401061004,8.5
36.3%,1088000,725742.3504729439,96811.27218843045,120.64218019867374,8.51
36.3%,1089000,725582.373234868,96621.39410615488,120.40556203118307,8.52
36.3%,1090000,725998.1729218327,96399.34098886256,120.12884867348731,8.53
36.4%,1091000,725449.6804384459,96366.37074514123,120.08776252727408,8.54
36.4%,1092000,725358.0442086179,96151.97144897729,119.82058704308115,8.54
36.4%,1093000,725648.189487882,96090.184712947,119.74359098287499,8.55
36.5%,1094000,725670.9718480948,95566.35415653855,119.09081513403792,8.56
36.5%,1095000,725749.0129130743,95931.01637351958,119.54524201944281,8.57
36.5%,1096000,725462.3282395527,96185.51007403154,119.86238148246765,8.58
36.6%,1097000,725606.6878850367,96070.8156536326,119.71945406688097,8.59
36.6%,1098000,725582.6066635568,95859.32829145435,119.45590731368895,8.6
36.6%,1099000,725994.6660927963,96133.81727485027,119.79796406647024,8.61
36.7%,1100000,726119.4761209283,96835.8279599372,120.67278057964249,8.62
36.7%,1101000,725981.3712527193,95776.61914473311,119.35283861562037,8.63
36.7%,1102000,725864.0540304631,95738.20094516259,119.30496345345462,8.63
36.8%,1103000,725762.3708813116,96230.89167004827,119.91893413961792,8.64
36.8%,1104000,725514.2726199664,95985.931579978,119.61367506534174,8.65
36.8%,1105000,725656.4920520466,95961.98073558067,119.58382851937269,8.66
36.9%,1106000,725494.074443208,95794.00621400354,119.37450565806941,8.67
36.9%,1107000,725637.744527813,95745.44261578983,119.31398772214773,8.68
36.9%,1108000,725605.4737027138,96457.78454843318,120.2016786062605,8.69
37.0%,1109000,725963.8070983775,96289.1686643183,119.9915565056424,8.7
37.0%,1110000,725980.7337925099,96477.50207782187,120.22624977116529,8.71
37.0%,1111000,726073.3946918435,95997.38181126898,119.62794386726424,8.71
37.1%,1112000,726064.7162054963,96177.32299844155,119.85217908943737,8.72
37.1%,1113000,726239.6566544417,96201.38417338472,119.88216312474306,8.73
37.1%,1114000,725951.8602211848,96520.16260519935,120.27941154576966,8.74
37.2%,1115000,725966.1305887178,96208.72439421578,119.89131020260064,8.75
37.2%,1116000,726092.0492668841,96454.17993229146,120.19718668357127,8.76
37.2%,1117000,725937.645056013,96647.43928035795,120.43801844383508,8.77
37.3%,1118000,726351.3995647784,96600.90297691111,120.38002683831947,8.78
37.3%,1119000,726223.0325396415,96607.61439626079,120.38839032992816,8.79
37.3%,1120000,726077.0161385201,96827.78774674897,120.66276120042802,8.79
37.4%,1121000,725935.7322902344,96000.12044787258,119.63135664227651,8.8
37.4%,1122000,725702.3225133307,95729.73565417904,119.29441435997421,8.81
37.4%,1123000,725512.9847138338,96144.98730129514,119.81188368876963,8.82
37.5%,1124000,725441.2685196958,95849.53759982556,119.44370656105912,8.83
37.5%,1125000,725343.3926323466,96699.83952742445,120.5033174519583,8.84
37.5%,1126000,725597.9014664385,96156.498490567,119.82622845399216,8.85
37.6%,1127000,725371.5034915525,96264.8693695277,119.96127573528827,8.86
37.6%,1128000,725623.9621422663,96123.44934605723,119.78504398489852,8.87
37.6%,1129000,725427.8774326947,96154.04294984686,119.82316846129349,8.87
37.7%,1130000,725523.23053151,95927.63410724749,119.5410271799117,8.88
37.7%,1131000,725257.9399050307,96406.28735847613,120.13750495034127,8.89
37.7%,1132000,725438.7473539915,96244.74823568921,119.9362016153075,8.9
37.8%,1133000,725861.8300742693,95671.20183963011,119.22147195520154,8.91
37.8%,1134000,725984.8140777461,96282.17366626143,119.98283963004526,8.92
37.8%,1135000,725572.2063633371,96157.821857858,119.82787757926012,8.93
37.9%,1136000,725839.1960963141,96006.00798043035,119.63869344043755,8.94
37.9%,1137000,725664.8552526422,96652.08326003238,120.4438055781228,8.95
37.9%,1138000,726258.149041988,96052.28124839062,119.69635726207164,8.95
38.0%,1139000,726105.6512227766,96278.0416571545,119.97769049218154,8.96
38.0%,1140000,725708.9748645481,96264.6792167851,119.9610387748505,8.97
38.0%,1141000,725636.9278420918,96310.99838553403,120.01875979613803,8.98
38.1%,1142000,726268.5814003982,96250.39613246001,119.94323978931928,8.99
38.1%,1143000,725714.0927301515,96071.09086075629,119.71979701855032,9
38.1%,1144000,726113.3230961747,96046.66841144452,119.68936277815494,9.01
38.2%,1145000,726167.417165434,96355.65951247711,120.07441463469914,9.02
38.2%,1146000,726302.5292203985,96118.33927547176,119.77867602750612,9.02
38.2%,1147000,725648.2314564902,96128.82260566972,119.79173991750812,9.03
38.3%,1148000,725761.3382118121,95844.7266056414,119.4377113002369,9.04
38.3%,1149000,725865.6570775863,96388.05526721166,120.11478487663491,9.05
38.3%,1150000,725751.3133020643,96168.70083579991,119.84143450902229,9.06
38.4%,1151000,725601.1111210622,96572.2244247101,120.344288819551,9.07
38.4%,1152000,725722.776802063,96162.38072822572,119.83355865387026,9.08
38.4%,1153000,725825.8751861919,96287.76057223527,119.98980179986302,9.09
38.5%,1154000,725863.5917756688,95996.46166842798,119.62679722353234,9.09
38.5%,1155000,725827.3446321394,96120.9807517152,119.78196772531926,9.1
38.5%,1156000,725356.2914939187,96033.24665585352,119.6726371446622,9.11
38.6%,1157000,725488.1064427756,95247.53500862492,118.69351597430247,9.12
38.6%,1158000,725387.1056249905,95966.62427266636,119.58961510212477,9.13
38.6%,1159000,725171.397388218,96367.93147448899,120.08970744326328,9.14
38.7%,1160000,725606.8749892935,96057.54337481415,119.70291470512414,9.15
38.7%,1161000,725700.0435696673,96534.84292642455,120.29770555140135,9.16
38.7%,1162000,726170.1191950254,96295.3225797968,119.99922525911812,9.16
38.8%,1163000,725598.7499579173,96358.98525856654,120.07855904112978,9.17
38.8%,1164000,725414.0771832652,96136.33409120562,119.80110041831652,9.18
38.8%,1165000,725146.9364722855,96172.54111941214,119.84622011070987,9.19
38.9%,1166000,725210.57660231,96643.04588296695,120.43254357476509,9.2
38.9%,1167000,725836.6800918281,96563.2862976792,120.33315049745764,9.21
38.9%,1168000,725891.6947073769,96661.93056859497,120.45607688442036,9.22
39.0%,1169000,725797.3655970357,96348.68499762664,120.06572328442176,9.23
39.0%,1170000,725332.4432189763,96460.08516117762,120.20454553416062,9.23
39.0%,1171000,725546.934056174,96185.37367916641,119.86221151286055,9.24
39.1%,1172000,725400.3668712266,95959.13107524306,119.58027739120153,9.25
39.1%,1173000,725628.96029732,95984.33340907987,119.61168349124998,9.26
39.1%,1174000,725315.8663317133,96509.87513075696,120.26659172306294,9.27
39.2%,1175000,725747.8083046395,96433.68316228967,120.1716444614297,9.28
39.2%,1176000,725608.5374223106,95921.35908014284,119.53320750216551,9.29
39.2%,1177000,725669.7259435225,96157.9955701637,119.82809405230931,9.3
39.3%,1178000,725752.8164979536,96178.73266545718,119.85393575783223,9.3
39.3%,1179000,725610.7366801705,95929.71179664749,119.54361631001323,9.31
39.3%,1180000,725199.156985905,96546.3011548021,120.31198431896047,9.32
39.4%,1181000,725062.9031914715,95636.58530067562,119.17833426435213,9.33
39.4%,1182000,725441.2767045777,95960.34249207043,119.58178700845869,9.34
39.4%,1183000,725408.5396567732,96177.51382712097,119.85241689219949,9.35
39.5%,1184000,725322.1653645784,96011.26162804959,119.64524031755684,9.36
39.5%,1185000,725102.996482186,95795.72977069064,119.37665348271551,9.36
39.5%,1186000,725281.7434409838,96064.3293158023,119.7113710624987,9.37
39.6%,1187000,725201.3313398715,96142.57438955281,119.80887681852982,9.38
39.6%,1188000,724978.3699368648,96301.18754509928,120.00653393490437,9.39
39.6%,1189000,725252.4919491708,95503.4309854555,119.01240289574301,9.4
39.7%,1190000,725303.295255227,95629.08439373175,119.16898694614507,9.41
39.7%,1191000,725174.4995490871,96103.01137564561,119.75957503636023,9.42
39.7%,1192000,725454.7335402258,95858.91372805147,119.45539070202148,9.42
39.8%,1193000,725189.3209414501,96021.93314438226,119.65853871729168,9.43
39.8%,1194000,725767.0618488193,95843.94029293861,119.4367314300561,9.44
39.8%,1195000,725497.5992858168,96084.09855620663,119.73600666752007,9.45
39.9%,1196000,725375.343334686,96130.3691705259,119.79366718229714,9.46
39.9%,1197000,725732.3185230289,96547.95502050944,120.31404529760664,9.47
39.9%,1198000,725425.6449325643,96439.19587242066,120.17851417147453,9.48
40.0%,1199000,726338.814686669,95562.53136208406,119.08605132661121,9.49
40.0%,1200000,725769.0797708388,95999.16963661999,119.63017178084584,9.49
40.0%,1201000,726348.0357597359,96431.30595897947,120.16868208955259,9.5
40.1%,1202000,725867.8572240677,96304.10712029246,120.01017218806021,9.51
40.1%,1203000,725807.7919576354,96096.08998835812,119.75094989144179,9.52
40.1%,1204000,725475.6527730636,96048.24569612404,119.69132832470991,9.53
40.2%,1205000,725354.2617020104,95840.54989013927,119.43250645112319,9.54
40.2%,1206000,725347.8542974126,95811.44794477886,119.39624081741198,9.55
40.2%,1207000,725396.5663117245,95685.63817977304,119.23946192175774,9.55
40.3%,1208000,725128.9266653564,95399.45344065886,118.88283040472609,9.56
40.3%,1209000,725336.8969371878,96038.47157366668,119.67914821989227,9.57
40.3%,1210000,725277.3828116376,96608.43688638217,120.38941528290306,9.58
40.4%,1211000,725172.4252425265,96846.44458725305,120.68601057896785,9.59
40.4%,1212000,725656.3350913618,96635.35818831457,120.42296348948577,9.6
40.4%,1213000,726235.993211329,96145.10056418343,119.81202483226946,9.61
40.5%,1214000,725896.9651102629,95901.94402255699,119.50901326503907,9.61
40.5%,1215000,725574.9620117247,95838.0074247455,119.4293381365122,9.62
40.5%,1216000,725408.8059383761,96031.64808902532,119.67064507717883,9.63
40.6%,1217000,725578.5189887807,95904.05715302908,119.51164656033035,9.64
40.6%,1218000,725899.5958236121,96011.06402520798,119.6449940731156,9.65
40.6%,1219000,725868.6590526383,96240.98532860706,119.93151243703295,9.66
40.7%,1220000,725489.5404007081,96099.21229940862,119.75484078558952,9.66
40.7%,1221000,725559.9928941932,95862.00825011457,119.45924696668908,9.67
40.7%,1222000,725334.5007365663,95716.84806702448,119.27835438496633,9.68
40.8%,1223000,725476.5057223327,96175.96588873208,119.85048791577114,9.69
40.8%,1224000,725693.9081134219,96146.16869897739,119.81335589741688,9.7
40.8%,1225000,725424.9825325422,96075.76880474327,119.72562647775149,9.71
40.9%,1226000,725773.3208872396,96100.62969771907,119.75660708840238,9.72
40.9%,1227000,725658.1164688766,96285.86195613303,119.98743582345595,9.72
40.9%,1228000,725833.4267773144,96204.28411129458,119.88577690673328,9.73
41.0%,1229000,725440.1807957776,95971.02999303701,119.59510532757936,9.74
41.0%,1230000,725398.8192682173,96287.0887079617,119.98896455055383,9.75
41.0%,1231000,725301.4025493842,96002.84270667931,119.6347490079596,9.76
41.1%,1232000,725454.360241266,95979.18023801749,119.60526182383617,9.77
41.1%,1233000,725896.0105696432,96365.51278708223,120.08669337563072,9.78
41.1%,1234000,725948.9025518484,96464.61042302489,120.21018472723064,9.78
41.2%,1235000,725947.4602576103,96313.08809294371,120.0213639025833,9.79
41.2%,1236000,726022.4326390661,96216.48514765922,119.90098133070623,9.8
41.2%,1237000,725665.5030684844,96562.6098306035,120.33230751232792,9.81
41.3%,1238000,725888.3148365263,96682.06488635312,120.4811674336534,9.82
41.3%,1239000,725467.5624110308,96811.07649847685,120.64193633799397,9.83
41.3%,1240000,725750.487122234,95939.81064905849,119.55620107979082,9.83
41.4%,1241000,725563.1566902343,95678.1669392308,119.2301515725863,9.84
41.4%,1242000,725625.9970433414,95877.01948995722,119.47795334933612,9.85
41.4%,1243000,725703.732779026,95941.82564249625,119.55871208079229,9.86
41.5%,1244000,725017.4554909784,95864.67019220736,119.46256416819234,9.87
41.5%,1245000,725142.5111484975,95910.07442700386,119.51914503684823,9.88
41.5%,1246000,725310.2932378184,96163.47739032909,119.83492526856399,9.89
41.6%,1247000,725826.2005852368,96172.00279659958,119.84554927521427,9.89
41.6%,1248000,725952.1202190164,95807.30671820452,119.3910801931238,9.9
41.6%,1249000,725917.4738727696,96186.72612098319,119.86389686959309,9.91
41.7%,1250000,726004.0936016124,96300.86784254244,120.00613553487719,9.92
41.7%,1251000,725718.7490337398,96541.59058201942,120.3061141991114,9.93
41.7%,1252000,726175.6614395194,96216.8835672442,119.90147782461938,9.94
41.8%,1253000,726066.5434079655,96140.2450356597,119.80597407460581,9.94
41.8%,1254000,725898.5978918523,96270.09156194361,119.96778341424167,9.95
41.8%,1255000,726198.211240625,95900.78544909155,119.50756949898134,9.96
41.9%,1256000,726012.1633140706,95530.62062164934,119.04628548932001,9.97
41.9%,1257000,725977.7636420056,96111.43627215108,119.7700737919224,9.98
41.9%,1258000,725508.5123192295,96130.42436695629,119.79373596579259,9.99
42.0%,1259000,725949.0540947523,96431.61717289936,120.16906991139354,9.99
42.0%,1260000,725555.5782351065,97117.70022498202,121.0240380708813,10
42.0%,1261000,725766.5150944237,96580.46408772026,120.35455674483673,10
42.1%,1262000,725593.3079709783,96206.62515684313,119.88869422031193,10
42.1%,1263000,725966.8532865159,96012.90807416679,119.64729205021843,10
42.1%,1264000,725621.3803890888,96242.46939800779,119.9333618225851,10
42.2%,1265000,725771.151701672,96260.40074790426,119.95570712490904,10
42.2%,1266000,725431.1132757403,96441.04760388953,120.1808217222018,10.1
42.2%,1267000,725786.4348277505,96223.30348287371,119.90947805641811,10.1
42.3%,1268000,725909.4851191528,96662.74851463831,120.45709617475426,10.1
42.3%,1269000,726010.8299339153,96474.22647770999,120.22216785456588,10.1
42.3%,1270000,725566.3847885318,96235.59145378106,119.92479081460183,10.1
42.4%,1271000,725168.1887253635,96490.14448111961,120.24200420825007,10.1
42.4%,1272000,726210.896240525,95871.17078278202,119.47066493375175,10.1
42.4%,1273000,725549.8382448591,96371.45218933356,120.09409481164617,10.1
42.5%,1274000,725432.8319641352,95902.9007774416,119.5102055331767,10.1
42.5%,1275000,725639.4462040309,96353.56294078025,120.07180197426473,10.1
42.5%,1276000,725561.8447687924,96471.66298338823,120.21897333457959,10.1
42.6%,1277000,725773.7119547818,96504.26614713477,120.2596020409982,10.1
42.6%,1278000,725587.6374735236,96744.5765140855,120.55906682374427,10.2
42.6%,1279000,725731.5208255835,96547.85087829398,120.31391551990988,10.2
42.7%,1280000,725535.7761203535,96755.78634634579,120.57303605039498,10.2
42.7%,1281000,725738.3420738839,95979.86843816885,119.6061194302367,10.2
42.7%,1282000,725934.2838180419,95915.4652432907,119.5258628478551,10.2
42.8%,1283000,725616.0623153746,95983.15685716353,119.61021732119461,10.2
42.8%,1284000,725614.7233338095,96025.01304479103,119.66237676106188,10.2
42.8%,1285000,725094.4180247504,96431.32408492011,120.1687046773458,10.2
42.9%,1286000,725473.8726250324,95794.4432350379,119.37505025550301,10.2
42.9%,1287000,725105.1162195224,95972.33549504573,119.59673218987571,10.2
42.9%,1288000,725785.8697799239,95838.92344971192,119.43047964872008,10.2
43.0%,1289000,725830.3988892213,95915.20495844065,119.5255384917024,10.2
43.0%,1290000,725561.5120278914,96305.45276651856,120.01184907641033,10.3
43.0%,1291000,725928.5970446914,96216.41178228248,119.90088990582564,10.3
43.1%,1292000,725721.560483383,96265.72658472537,119.96234396120875,10.3
43.1%,1293000,725887.4126573671,96319.74691221394,120.02966184616105,10.3
43.1%,1294000,725772.7920746729,95896.57619940842,119.50232410712465,10.3
43.2%,1295000,725146.4930358939,96255.42648772537,119.94950840879581,10.3
43.2%,1296000,725355.9799699206,96368.62259883483,120.09056869367333,10.3
43.2%,1297000,725605.4980168641,95967.61123973248,119.59084501942621,10.3
43.3%,1298000,725581.3882215898,96211.9650557643,119.89534858021578,10.3
43.3%,1299000,725737.9543409068,95926.81901180092,119.54001144187292,10.3
43.3%,1300000,725244.626615556,96289.65726883305,119.99216538426346,10.3
43.4%,1301000,725511.400196027,95623.44139960277,119.16195488160156,10.3
43.4%,1302000,725386.7696561981,96370.90774378297,120.09341634624913,10.4
43.4%,1303000,725730.7487525605,96060.31655715464,119.70637052959668,10.4
43.5%,1304000,725610.9594247006,96168.27312602117,119.84090151488812,10.4
43.5%,1305000,725150.9013219457,96536.37479150327,120.29961449793917,10.4
43.5%,1306000,725563.9436195083,96516.6482896805,120.27503215196027,10.4
43.6%,1307000,725792.1655424759,96386.5275511471,120.11288110042595,10.4
43.6%,1308000,725128.7859033849,96644.41448084841,120.43424906451337,10.4
43.6%,1309000,725545.8770539295,96124.00160609519,119.78573218838464,10.4
43.7%,1310000,724952.7904323097,96439.23770065066,120.17856629607476,10.4
43.7%,1311000,725473.6837025452,95637.66099706828,119.17967475244932,10.4
43.7%,1312000,724807.4288687371,96514.39993888332,120.27223035072483,10.4
43.8%,1313000,725419.6407041065,96103.35512927538,119.76000340783402,10.4
43.8%,1314000,725082.544853434,96248.26391995468,119.94058271479197,10.5
43.8%,1315000,725105.1510951631,96391.08621412402,120.1185619165943,10.5
43.9%,1316000,725357.6792877074,95811.35127386509,119.39612035014059,10.5
43.9%,1317000,724955.3536101207,96287.65150534922,119.98966588524664,10.5
43.9%,1318000,724999.8673909884,96082.46281281729,119.73396827215272,10.5
44.0%,1319000,725536.0235975888,95925.78266435317,119.53871998879401,10.5
44.0%,1320000,725377.0124789327,95181.17334793363,118.61081883329372,10.5
44.0%,1321000,725189.8692218084,96302.53363073827,120.00821137083256,10.5
44.1%,1322000,725314.9870260097,95820.23486733611,119.40719071478013,10.5
44.1%,1323000,724971.6402775757,96088.20783878068,119.74112748452391,10.5
44.1%,1324000,725548.6683738884,96401.4661948994,120.13149701684507,10.5
44.2%,1325000,725122.5469453819,96654.67650897449,120.44703717707922,10.5
44.2%,1326000,725285.9804719761,96213.83481554495,119.89767859707524,10.5
44.2%,1327000,725268.4211769551,95760.35788811363,119.33257451406489,10.6
44.3%,1328000,725332.2528603133,95912.55626384007,119.52223779867285,10.6
44.3%,1329000,725635.7202405985,95812.54578915043,119.39760890539917,10.6
44.3%,1330000,725860.5239414144,95663.19512966348,119.21149432630814,10.6
44.4%,1331000,725671.0040116347,96035.85936585933,119.67589299518664,10.6
44.4%,1332000,725727.992060246,95921.6206537892,119.53353346436255,10.6
44.4%,1333000,726113.7089279909,96138.13987948705,119.80335071655477,10.6
44.5%,1334000,725775.3327022828,96350.25172451595,120.06767567429776,10.6
44.5%,1335000,725763.9162522107,96482.16172239427,120.23205642639724,10.6
44.5%,1336000,725347.1825137865,96640.74669002448,120.42967841616313,10.6
44.6%,1337000,725685.4745431114,96450.49643215512,120.19259645892942,10.6
44.6%,1338000,725235.4326844979,95513.62379342926,119.0251047490345,10.6
44.6%,1339000,725294.732998021,96212.60822736222,119.89615007390614,10.7
44.7%,1340000,725094.1482682545,96297.97128192702,120.00252596153078,10.7
44.7%,1341000,725139.6028970499,96236.85988628105,119.92637148241845,10.7
44.7%,1342000,724988.9910146836,96123.29055814221,119.78484611000415,10.7
44.8%,1343000,725145.3909194488,95856.3054467775,119.45214037039841,10.7
44.8%,1344000,725212.4846581463,95879.76268296491,119.4813718023496,10.7
44.8%,1345000,724909.0166166984,96219.80024229384,119.90511246373698,10.7
44.9%,1346000,724996.0388045534,96167.47118212754,119.83990216576753,10.7
44.9%,1347000,725102.4876349289,95841.84130852405,119.43411576299324,10.7
44.9%,1348000,725498.8370453734,95490.12863494072,118.99582605988915,10.7
45.0%,1349000,724791.1288724821,95845.9177128344,119.43919560847256,10.7
45.0%,1350000,724499.0427584238,96664.95609615669,120.4598471710104,10.7
45.0%,1351000,725310.6807004996,95971.11287734496,119.59520861455607,10.8
45.1%,1352000,724678.6326418631,97028.98075277638,120.91347955521454,10.8
45.1%,1353000,724742.1448326875,96665.71330400993,120.4607907719384,10.8
45.1%,1354000,724797.4048331287,96578.45116759065,120.35204832750564,10.8
45.2%,1355000,724940.2194976937,95926.87440756331,119.54008047376763,10.8
45.2%,1356000,725407.5633415319,96600.3502374944,120.37933803745149,10.8
45.2%,1357000,724990.2234291416,96176.27719066018,119.85087584728427,10.8
45.3%,1358000,725246.7230438441,95764.77822366555,119.3380829523504,10.8
45.3%,1359000,724732.9380446691,96378.31068802916,120.10264158741745,10.8
45.3%,1360000,724152.801067004,96294.42213817732,119.99810316622893,10.8
45.4%,1361000,724733.3818307873,95731.89851889302,119.29710963200888,10.8
45.4%,1362000,725195.9373295344,96044.01145871685,119.68605179419094,10.8
45.4%,1363000,725231.8939268012,95796.09928349512,119.37711395420128,10.8
45.5%,1364000,725113.7037092745,96228.6594924486,119.91615249274842,10.9
45.5%,1365000,725387.2450348977,95483.4957920503,118.98756048699533,10.9
45.5%,1366000,725110.9183024429,95877.2459143085,119.47823550994377,10.9
45.6%,1367000,725179.0929929614,95668.82851555871,119.21851441747044,10.9
45.6%,1368000,725181.5464591384,95802.18650632931,119.38469959807797,10.9
45.6%,1369000,725154.028177835,95635.21847791426,119.17663098668467,10.9
45.7%,1370000,725100.8141011782,96094.78099969034,119.74931868421596,10.9
45.7%,1371000,724996.6813066266,96863.02780071064,120.7066758897421,10.9
45.7%,1372000,725103.5824787002,96533.56867421194,120.29611763130094,10.9
45.8%,1373000,724949.4501707014,96329.63344820861,120.04198203605267,10.9
45.8%,1374000,725054.4947039187,96333.0537145138,120.04624422964427,10.9
45.8%,1375000,725260.7976817116,96604.64633246619,120.38469165229428,10.9
45.9%,1376000,725150.1408751067,95909.62080656446,119.51857975392657,11
45.9%,1377000,724646.195656091,96015.71253083833,119.65078684746135,11
45.9%,1378000,725409.048797641,95319.33260344442,118.78298715029513,11
46.0%,1379000,724994.9458270576,95299.70675057694,118.7585302288575,11
46.0%,1380000,725132.1197769921,95532.13542614342,119.04817317566695,11
46.0%,1381000,724849.9444677588,96132.91798146142,119.7968434044583,11
46.1%,1382000,725741.5935968831,95923.56950226145,119.53596203825951,11
46.1%,1383000,724993.8946963754,95777.86215650875,119.35438760518778,11
46.1%,1384000,724994.0925008934,96295.00028467114,119.99882362833951,11
46.2%,1385000,725105.7240180168,96561.09348725728,120.33041790832745,11
46.2%,1386000,725724.480801316,95735.93875497693,119.30214440614893,11
46.2%,1387000,725388.0415622238,96126.29803518933,119.78859390279378,11
