#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
34.3%,1030000,23353.352561231703,3073.9910013162034,120.76306944584269,4.79e+03
34.4%,1031000,23425.415885787457,3004.7268632333153,118.04199774659934,4.8e+03
34.4%,1032000,23433.462002046406,2943.4284343919517,115.6338623890394,4.8e+03
34.4%,1033000,23453.52305964753,2992.7069907090063,117.56979184236546,4.8e+03
34.5%,1034000,23364.2500840351,3018.713687789521,118.5914762143257,4.81e+03
34.5%,1035000,23327.40906074643,3009.354506544595,118.22379672074447,4.81e+03
34.5%,1036000,23349.563670191914,2974.024080972097,116.83582563197555,4.81e+03
34.6%,1037000,23320.09445551783,2953.8585136690017,116.0436125761807,4.82e+03
34.6%,1038000,23299.110427841544,3061.8457753023554,120.28593897541587,4.82e+03
34.6%,1039000,23445.476916443557,3014.4976377740213,118.42584686128241,4.82e+03
34.7%,1040000,23455.30064149387,3020.7308318023884,118.67072059155514,4.82e+03
34.7%,1041000,23384.085533145815,3054.2355846244063,119.98696933466424,4.83e+03
34.7%,1042000,23348.55560292676,3085.6554315695157,121.22131164633181,4.83e+03
34.8%,1043000,23427.79126042314,2980.9054703035185,117.1061639958024,4.83e+03
34.8%,1044000,23399.931693524122,3133.71499334613,123.10935237055028,4.84e+03
34.8%,1045000,23288.565657265484,3041.8961439675877,119.502209057772,4.84e+03
34.9%,1046000,23287.7559190616,3048.5423234170034,119.76330709939141,4.84e+03
34.9%,1047000,23295.812959222123,3109.1778402305044,122.1453996704816,4.85e+03
34.9%,1048000,23419.765675796196,2966.8496716506797,116.5539758507809,4.85e+03
35.0%,1049000,23367.872907292098,2949.184780338242,115.86000293563451,4.85e+03
35.0%,1050000,23261.41178898886,3051.0192125570197,119.86061276329784,4.86e+03
35.0%,1051000,23339.73464467749,3033.478895329214,119.17153379508464,4.86e+03
35.1%,1052000,23313.17021581158,2990.911227929785,117.49924452289625,4.86e+03
35.1%,1053000,23345.73970020935,3025.2359031436017,118.84770427270595,4.87e+03
35.1%,1054000,23403.129129573703,3069.3100624218773,120.57917673160729,4.87e+03
35.2%,1055000,23311.696480467916,3129.4699582782177,122.9425843271543,4.87e+03
35.2%,1056000,23352.27001771331,2977.3168553753576,116.9651837022367,4.88e+03
35.2%,1057000,23368.843714196235,2936.7151230056566,115.37012704016959,4.88e+03
35.3%,1058000,23320.919630378485,3010.4668278828317,118.26749474684736,4.88e+03
35.3%,1059000,23310.72093205899,3052.982595036521,119.93774509537666,4.89e+03
35.3%,1060000,23351.52435638383,2970.757080616204,116.70748010634146,4.89e+03
35.4%,1061000,23320.41152364947,3036.5594253557747,119.29255375297271,4.89e+03
35.4%,1062000,23338.691760543734,3015.9858535701924,118.48431206416247,4.89e+03
35.4%,1063000,23276.972066689283,3086.869002313453,121.26898729924193,4.9e+03
35.5%,1064000,23268.726433183998,3005.7020636571297,118.08030891812008,4.9e+03
35.5%,1065000,23361.944345854223,2986.4088140447684,117.32236524106446,4.9e+03
35.5%,1066000,23313.353441346437,3060.2548577708144,120.22343909032777,4.91e+03
35.6%,1067000,23329.41762826033,3032.1718866216147,119.12018739125504,4.91e+03
35.6%,1068000,23364.8186307624,2975.1386911388004,116.87961357569723,4.91e+03
35.6%,1069000,23316.239937596023,3055.6104971736404,120.04098337035727,4.92e+03
35.7%,1070000,23232.12805739045,3018.587943926813,118.58653631215354,4.92e+03
35.7%,1071000,23365.728700820357,3047.893287615107,119.73780944647582,4.92e+03
35.7%,1072000,23424.58233563043,3025.5077577357365,118.8583841982409,4.93e+03
35.8%,1073000,23365.144801914692,3065.130826531422,120.41499363742986,4.93e+03
35.8%,1074000,23413.568053569645,3018.9466003567327,118.60062628552531,4.93e+03
35.8%,1075000,23295.838949620724,3100.4309843172327,121.80177564307392,4.93e+03
35.9%,1076000,23227.959491107613,3024.36108328546,118.81333659523516,4.94e+03
35.9%,1077000,23320.222234666348,2951.6695403829153,115.95761781144341,4.94e+03
35.9%,1078000,23332.69664715603,2989.912467077003,117.46000776970709,4.94e+03
36.0%,1079000,23337.14476462081,3054.909969644048,120.01346284259101,4.95e+03
36.0%,1080000,23396.112971182913,3093.416893470063,121.5262240426582,4.95e+03
36.0%,1081000,23343.50792676024,3102.784477017274,121.89423362432817,4.95e+03
36.1%,1082000,23430.99078301713,3085.702670090011,121.22316743209329,4.96e+03
36.1%,1083000,23334.409327615052,3074.344826814162,120.77696963395753,4.96e+03
36.1%,1084000,23426.355033572763,3055.896175689152,120.05220637471646,4.96e+03
36.2%,1085000,23423.635739259422,3057.451568086686,120.1133106395105,4.96e+03
36.2%,1086000,23399.62088902667,3014.2405592276377,118.41574741911205,4.97e+03
36.2%,1087000,23358.33268468827,3097.9922347891015,121.7059683103587,4.97e+03
36.3%,1088000,23355.24848679453,2991.020107853199,117.50352191790061,4.97e+03
36.3%,1089000,23346.119605138898,3061.7741236981346,120.28312411107414,4.98e+03
36.3%,1090000,23333.76258815825,3070.805633908695,120.637930905984,4.98e+03
36.4%,1091000,23308.02056343481,3047.0999116464127,119.70664132751806,4.98e+03
36.4%,1092000,23296.89956852421,2968.4460725619956,116.61669115282119,4.99e+03
36.4%,1093000,23391.063741251826,2978.882320744224,117.02668368807744,4.99e+03
36.5%,1094000,23343.802655685693,3121.194804556112,122.61749132486842,4.99e+03
36.5%,1095000,23330.14627366513,3096.952644220442,121.66512754407651,4.99e+03
36.5%,1096000,23381.05563914962,3074.0150472054447,120.76401409902843,5e+03
36.6%,1097000,23352.625336421654,3053.7355418765505,119.96732493848373,5e+03
36.6%,1098000,23335.452526062727,3076.53895551767,120.86316693150376,5e+03
36.6%,1099000,23294.923806417733,3080.212463504311,121.00748228568361,5.01e+03
36.7%,1100000,23261.157939275727,3097.2101468567685,121.67524364680416,5.01e+03
36.7%,1101000,23240.712120696902,2994.6738570944804,117.64706104120111,5.01e+03
36.7%,1102000,23289.65166982822,2969.873600596601,116.67277221067242,5.02e+03
36.8%,1103000,23359.487468600273,3062.995929374858,120.33112327688963,5.02e+03
36.8%,1104000,23286.482091914862,3048.2426716145756,119.75153514839656,5.02e+03
36.8%,1105000,23244.556084878743,3099.2150300468666,121.7540063522945,5.02e+03
36.9%,1106000,23379.05951101519,3079.4441789379416,120.97729989334644,5.03e+03
36.9%,1107000,23411.176433211192,3067.5811570109836,120.51125593284382,5.03e+03
36.9%,1108000,23419.106189776212,3133.5533249371256,123.10300115699908,5.03e+03
37.0%,1109000,23465.093416430056,3080.323889248438,121.01185969435859,5.04e+03
37.0%,1110000,23302.64844007045,3108.1264504951673,122.10409536882007,5.04e+03
37.0%,1111000,23371.949266135693,3041.7635261984624,119.49699911120555,5.04e+03
37.1%,1112000,23419.793768186122,3038.448770728267,119.36677750519831,5.05e+03
37.1%,1113000,23344.02960669063,3062.5818442722484,120.31485576407599,5.05e+03
37.1%,1114000,23429.251243326813,3094.202239816147,121.55707671440986,5.05e+03
37.2%,1115000,23410.266509685665,3074.1119036214914,120.76781914533217,5.05e+03
37.2%,1116000,23428.523079197854,3019.8549454685967,118.63631101712598,5.06e+03
37.2%,1117000,23387.09098849073,3127.0818943085815,122.84876819858306,5.06e+03
37.3%,1118000,23376.90088903159,3085.3485835502092,121.20925698883642,5.06e+03
37.3%,1119000,23418.936085607857,3130.5509069006143,122.98504986251142,5.07e+03
37.3%,1120000,23472.481289185584,3079.137629684873,120.96525697301223,5.06e+03
37.4%,1121000,23536.168245375156,3118.615048039379,122.51614447146181,5.06e+03
37.4%,1122000,23481.821366060525,3088.437903524018,121.33062226361366,5.06e+03
37.4%,1123000,23465.445837674662,3077.5480156469753,120.90280829623714,5.07e+03
37.5%,1124000,23432.72186877206,3152.149269964783,123.83355092107597,5.07e+03
37.5%,1125000,23359.405074652284,3084.033341498111,121.15758713449799,5.07e+03
37.5%,1126000,23354.437004130334,3100.121280012221,121.78960877515603,5.08e+03
37.6%,1127000,23346.991141602397,3034.3366715835173,119.20523190718811,5.08e+03
37.6%,1128000,23371.552332442254,2964.9894124025514,116.4808947595634,5.08e+03
37.6%,1129000,23397.475380146876,2984.9932458793846,117.26675403186171,5.08e+03
37.7%,1130000,23374.51239810139,3026.168319096295,118.8843346377263,5.09e+03
37.7%,1131000,23391.381130985916,3004.8296703363485,118.04603656822171,5.09e+03
37.7%,1132000,23283.367232188582,2942.5459978444596,115.59919548662467,5.09e+03
37.8%,1133000,23228.238903991878,2962.471572824399,116.38198033993767,5.1e+03
37.8%,1134000,23265.752135671675,2974.345837243953,116.84846596663695,5.1e+03
37.8%,1135000,23407.285038707778,2919.0013348490993,114.6742331912991,5.1e+03
37.9%,1136000,23325.82450930029,3096.9596783058014,121.66540388117002,5.1e+03
37.9%,1137000,23369.192799218,3051.647704934042,119.88530335885912,5.11e+03
37.9%,1138000,23355.60301751457,3062.183552786175,120.29920871033646,5.11e+03
38.0%,1139000,23390.273123230785,3016.770718959874,118.5151458413333,5.11e+03
38.0%,1140000,23321.04853444919,3089.267518892816,121.36321406311879,5.12e+03
38.0%,1141000,23346.627220466733,3006.0015061732292,118.0920726472108,5.12e+03
38.1%,1142000,23352.12221524492,3103.9488729125796,121.93997742198633,5.12e+03
38.1%,1143000,23281.63019327447,3035.77846206116,119.26187327129861,5.12e+03
38.1%,1144000,23284.425481505692,3080.3554411476707,121.01309922440166,5.13e+03
38.2%,1145000,23371.312674935907,3000.952258850951,117.89371077667559,5.13e+03
38.2%,1146000,23346.493171036243,2963.641896260023,116.42795700358758,5.13e+03
38.2%,1147000,23350.587865881622,3075.9880251406603,120.84152339274578,5.13e+03
38.3%,1148000,23389.51984551549,3063.08491099231,120.33461895831587,5.14e+03
38.3%,1149000,23373.171775467694,3041.7058117714414,119.49473177491363,5.14e+03
38.3%,1150000,23337.53307978064,3155.0756332555648,123.94851437189843,5.14e+03
38.4%,1151000,23479.636493247002,3066.7231838130156,120.47755008372309,5.15e+03
38.4%,1152000,23338.849968791008,3098.795230858704,121.73751435915214,5.15e+03
38.4%,1153000,23348.83400109224,3051.130742979675,119.86499428431421,5.15e+03
38.5%,1154000,23320.49795287475,2989.102186549517,117.42817554782695,5.15e+03
38.5%,1155000,23329.41467474401,3028.21088209399,118.964577610797,5.16e+03
38.5%,1156000,23347.07727296278,3058.300091866052,120.14664526412396,5.16e+03
38.6%,1157000,23311.136275179684,2967.141531945397,116.56544170901678,5.16e+03
38.6%,1158000,23227.343420498073,3104.3211386724547,121.95460204378674,5.17e+03
38.6%,1159000,23332.032879196107,3086.645126535481,121.26019224222617,5.17e+03
38.7%,1160000,23306.977317426354,3045.233078760123,119.63330198807488,5.17e+03
38.7%,1161000,23317.67668634653,3036.3375842783025,119.2838386300484,5.17e+03
38.7%,1162000,23305.423356838524,3064.279991909058,120.3815682303472,5.18e+03
38.8%,1163000,23317.757433518767,3085.008873071761,121.19591131538365,5.18e+03
38.8%,1164000,23371.72930590436,3084.8388840195403,121.18923322175566,5.18e+03
38.8%,1165000,23358.29929794371,3073.188187276779,120.73153054818371,5.18e+03
38.9%,1166000,23445.65895468369,3019.453131076615,118.62052556450024,5.19e+03
38.9%,1167000,23339.253427026793,3141.579384664319,123.41830839368147,5.19e+03
38.9%,1168000,23321.72767873481,3106.2133410779884,122.02893803579425,5.19e+03
39.0%,1169000,23308.429924286902,3006.051032684316,118.09401831767478,5.2e+03
39.0%,1170000,23349.113066516817,2996.8821430266516,117.7338145116143,5.2e+03
39.0%,1171000,23322.26434576139,3041.169747131905,119.47367224309843,5.2e+03
39.1%,1172000,23268.833401527256,3009.4966616173606,118.22938134442005,5.2e+03
39.1%,1173000,23390.770594071597,3013.7647774974894,118.39705612753237,5.21e+03
39.1%,1174000,23333.434850774705,3097.2634928883353,121.67733936878645,5.21e+03
39.2%,1175000,23374.86774294451,3070.8400101281413,120.63928139067133,5.21e+03
39.2%,1176000,23368.970073830336,3081.237508968159,121.04775164121614,5.21e+03
39.2%,1177000,23406.328966848552,3046.9508992633137,119.70078731143252,5.22e+03
39.3%,1178000,23375.285177659243,3080.2715098734166,121.00980194789788,5.22e+03
39.3%,1179000,23443.180911637843,2979.282513151549,117.0424054203326,5.22e+03
39.3%,1180000,23363.20259931311,3106.4041063919003,122.03643233387189,5.22e+03
39.4%,1181000,23365.489308029413,3093.4687317841235,121.52826053330446,5.23e+03
39.4%,1182000,23374.63469428569,3021.616521529923,118.70551529655847,5.23e+03
39.4%,1183000,23308.19548856467,3072.999308232087,120.72411035301033,5.23e+03
39.5%,1184000,23403.963827736676,2990.6818136657016,117.49023188405198,5.24e+03
39.5%,1185000,23444.845339048654,3000.2320618749627,117.86541752617852,5.24e+03
39.5%,1186000,23334.34919637069,3135.817306430058,123.19194265166774,5.24e+03
39.6%,1187000,23365.932784114033,3022.7188505260674,118.74882076916934,5.24e+03
39.6%,1188000,23385.870586249977,3013.339233501339,118.38033844711711,5.25e+03
39.6%,1189000,23373.784056067467,3003.0997053800033,117.97807414475577,5.25e+03
39.7%,1190000,23315.000754553825,3090.643249326894,121.41726022977257,5.25e+03
39.7%,1191000,23322.29323348403,3056.559610895436,120.07826971447737,5.25e+03
39.7%,1192000,23343.099363654852,2988.10882515256,117.38915091460125,5.26e+03
39.8%,1193000,23262.458282494918,3052.945460429223,119.93628624622646,5.26e+03
39.8%,1194000,23295.151669971645,2993.255981883267,117.59135919870255,5.26e+03
39.8%,1195000,23307.87723696232,3029.72025660694,119.02387404304065,5.26e+03
39.9%,1196000,23384.456014357507,2977.1066400893787,116.95692530357243,5.27e+03
39.9%,1197000,23350.34698113054,3004.412390810774,118.02964356111671,5.27e+03
39.9%,1198000,23278.725705601275,3125.182947913856,122.77416726603576,5.27e+03
40.0%,1199000,23373.906056504697,3061.2807075475994,120.26374004364283,5.27e+03
40.0%,1200000,23420.90401697904,3030.5573604919337,119.05676003215174,5.28e+03
40.0%,1201000,23387.55483196117,3109.7636974501356,122.1684153253971,5.28e+03
40.1%,1202000,23421.205912962556,3100.3209945116623,121.79745464586776,5.28e+03
40.1%,1203000,23324.934882622212,3118.7343186908006,122.52083007072163,5.29e+03
40.1%,1204000,23342.917494582012,3011.76847648143,118.31863057647057,5.29e+03
40.2%,1205000,23343.476178973913,3009.6326107527398,118.23472216515435,5.29e+03
40.2%,1206000,23347.253151159734,2979.579573824285,117.05407557767394,5.29e+03
40.2%,1207000,23284.2440694049,2986.4664521653467,117.3246295796247,5.3e+03
40.3%,1208000,23221.119186788797,3089.978194391624,121.39113325825608,5.3e+03
40.3%,1209000,23146.19766689092,3144.1201266369526,123.51812254380543,5.3e+03
40.3%,1210000,23269.38026991114,2988.528619178337,117.40564270493705,5.3e+03
40.4%,1211000,23325.241968456656,3081.5357613880487,121.0594686168612,5.31e+03
40.4%,1212000,23364.886761672795,3128.9844155251103,122.92350956955502,5.31e+03
40.4%,1213000,23402.696697779,3142.2941379755816,123.44638778744928,5.31e+03
40.5%,1214000,23424.980532120913,3070.128414692308,120.6113260554091,5.31e+03
40.5%,1215000,23417.39811287634,3083.116639441366,121.12157409669389,5.32e+03
40.5%,1216000,23389.957715280354,3099.4315427641823,121.76251214827955,5.32e+03
40.6%,1217000,23366.471930541098,3132.732787307837,123.0707659804269,5.32e+03
40.6%,1218000,23314.079493355006,3066.916366492072,120.48513934903865,5.32e+03
40.6%,1219000,23375.648230699822,2981.0698762561615,117.11262275494249,5.33e+03
40.7%,1220000,23289.560298018157,3060.439603952338,120.23069692417948,5.33e+03
40.7%,1221000,23374.49023778364,3058.344058792567,120.14837252389727,5.33e+03
40.7%,1222000,23309.69860412553,3083.716213087362,121.14512860736694,5.33e+03
40.8%,1223000,23356.534671202302,3016.55259021817,118.50657655912939,5.34e+03
40.8%,1224000,23345.255382053554,3017.568629809057,118.54649211503748,5.34e+03
40.8%,1225000,23307.40553915128,3007.520605976262,118.15175114169249,5.34e+03
40.9%,1226000,23416.812684357166,2945.494390573078,115.71502437346504,5.34e+03
40.9%,1227000,23376.9762840122,2971.2270904490438,116.72594464643255,5.35e+03
40.9%,1228000,23434.067315652966,3056.0842136102965,120.05959352598656,5.35e+03
41.0%,1229000,23425.248093042523,3039.888953259704,119.42335570044487,5.35e+03
41.0%,1230000,23451.59126472287,3029.544650183456,119.01697526854674,5.35e+03
41.0%,1231000,23321.00396092981,3057.50692788603,120.11548547323312,5.36e+03
41.1%,1232000,23369.825023245066,2872.0236968787694,112.82869631295965,5.36e+03
41.1%,1233000,23358.64501780644,2946.8360694973585,115.76773281179082,5.36e+03
41.1%,1234000,23336.984358638525,3035.9251980478293,119.2676378581633,5.36e+03
41.2%,1235000,23400.895171958953,3064.2051327285,120.37862735497816,5.37e+03
41.2%,1236000,23428.748740047216,3076.145821492837,120.8477224908655,5.37e+03
41.2%,1237000,23404.189028553665,3076.830614946915,120.87462489865244,5.37e+03
41.3%,1238000,23414.674339042976,3021.6742389743185,118.70778275138929,5.37e+03
41.3%,1239000,23369.54563332908,3067.923263381819,120.52469572996796,5.38e+03
41.3%,1240000,23378.97786676325,3207.2628642364507,125.99871237066695,5.38e+03
41.4%,1241000,23443.462768912315,3045.8407533371237,119.6571747473352,5.38e+03
41.4%,1242000,23426.564466938376,3049.4354101762137,119.79839239999168,5.38e+03
41.4%,1243000,23306.183650664985,3155.6434675541677,123.97082198854615,5.39e+03
41.5%,1244000,23304.143380194902,3050.514656929582,119.84079107668605,5.39e+03
41.5%,1245000,23300.955785296857,3017.9969817933743,118.5633201084855,5.39e+03
41.5%,1246000,23275.39801848866,3045.561610138883,119.64620848574887,5.39e+03
41.6%,1247000,23367.402209989727,2933.6398564084147,115.2493138583847,5.4e+03
41.6%,1248000,23379.051442671567,3001.8463003696215,117.92883358541525,5.4e+03
41.6%,1249000,23326.96688017249,3028.630437033188,118.98106000851287,5.4e+03
41.7%,1250000,23313.152754954994,3099.5548444745764,121.76735610943909,5.4e+03
41.7%,1251000,23375.85769315809,3047.9258083459254,119.7390870374878,5.41e+03
41.7%,1252000,23391.79720627889,3087.4509547984803,121.29184955496532,5.41e+03
41.8%,1253000,23284.282443065196,3038.026119643914,119.35017347407748,5.41e+03
41.8%,1254000,23272.952531602234,3011.0776347192323,118.29149055827642,5.41e+03
41.8%,1255000,23251.265136554837,2980.132200326727,117.075785749455,5.42e+03
41.9%,1256000,23350.456031151116,3007.95659917474,118.16887932355222,5.42e+03
41.9%,1257000,23297.98417591676,3019.3463278402487,118.61632975304705,5.42e+03
41.9%,1258000,23341.04075324908,2899.464233882576,113.90670970805516,5.42e+03
42.0%,1259000,23381.184623464942,3067.463989054103,120.50665293885082,5.43e+03
42.0%,1260000,23393.403297446668,3002.2088897818476,117.94307806770236,5.43e+03
42.0%,1261000,23333.578329229727,3113.933666977736,122.33223438649163,5.43e+03
42.1%,1262000,23453.99413888529,3036.5919934646568,119.29383320525247,5.43e+03
42.1%,1263000,23340.02210618183,3087.4851280548964,121.29319206616202,5.44e+03
42.1%,1264000,23367.072653403506,3049.2910345970354,119.7927205427588,5.44e+03
42.2%,1265000,23376.595854658633,3056.9040351352887,120.09180057009091,5.44e+03
42.2%,1266000,23282.479242242873,3073.697924603095,120.75155580008285,5.44e+03
42.2%,1267000,23305.09605493024,3051.9875516592574,119.89865438482522,5.44e+03
42.3%,1268000,23376.569638051093,3016.162990379371,118.49127096052197,5.45e+03
42.3%,1269000,23304.515834875405,3069.3848228457537,120.58211372727725,5.45e+03
42.3%,1270000,23307.028259806335,3060.079350949486,120.21654422874776,5.45e+03
42.4%,1271000,23339.827036436647,3076.3950855549792,120.85751493763385,5.45e+03
42.4%,1272000,23345.898140110075,2941.5053666676486,115.55831383960003,5.46e+03
42.4%,1273000,23355.809655753896,3113.890413056884,122.33053513745499,5.46e+03
42.5%,1274000,23376.427134025842,3087.062326145245,121.27658210980391,5.46e+03
42.5%,1275000,23259.57199491933,3056.865876952279,120.09030150932503,5.46e+03
42.5%,1276000,23300.867994438857,3142.9095316710213,123.47056379562467,5.47e+03
42.6%,1277000,23206.618151396513,3082.840271406855,121.11071685861808,5.47e+03
42.6%,1278000,23325.95533224009,2959.3808098271543,116.26055837535903,5.47e+03
42.6%,1279000,23384.330563664436,3020.270325150278,118.65262938803981,5.47e+03
42.7%,1280000,23275.060186574236,3162.004324414721,124.2207110085391,5.48e+03
42.7%,1281000,23306.234653808177,3037.8914874613884,119.34488439040706,5.48e+03
42.7%,1282000,23396.216486973688,3023.9032519038055,118.79535049087974,5.48e+03
42.8%,1283000,23352.844764281064,2995.352647084069,117.67372760028236,5.48e+03
42.8%,1284000,23295.173905529082,3057.2398716067537,120.10499405149949,5.49e+03
42.8%,1285000,23286.28530421853,3033.271831107866,119.16339918736078,5.49e+03
42.9%,1286000,23316.32990904525,3052.9272913423665,119.93557246577072,5.49e+03
42.9%,1287000,23323.75227478519,2978.1442500406333,116.99768826044101,5.49e+03
42.9%,1288000,23275.770257551223,3044.2686205050218,119.59541282731008,5.49e+03
43.0%,1289000,23300.699427414685,3033.457817809345,119.17070575557686,5.5e+03
43.0%,1290000,23303.970833845437,3084.653355585988,121.1819446567938,5.5e+03
43.0%,1291000,23376.876736614853,2952.8055666240116,116.00224709493418,5.5e+03
43.1%,1292000,23335.45829020813,3023.9497114111955,118.79717567277356,5.5e+03
43.1%,1293000,23305.195916444063,2977.9275741032293,116.98917605228401,5.51e+03
43.1%,1294000,23256.148798778653,3104.4617181741723,121.96012477047049,5.51e+03
43.2%,1295000,23360.38183426112,3022.939629421303,118.75749416380391,5.51e+03
43.2%,1296000,23357.508522782475,3037.173959775235,119.31669600411864,5.51e+03
43.2%,1297000,23419.31849597767,3086.9298353683207,121.27137715218113,5.52e+03
43.3%,1298000,23310.826384723186,3086.995696112999,121.2739645200947,5.52e+03
43.3%,1299000,23339.38715513423,3011.4129093773163,118.3046619686027,5.52e+03
43.3%,1300000,23326.123693831265,2986.721555291766,117.33465141656515,5.52e+03
43.4%,1301000,23324.93520789221,3037.8866898184433,119.3446959129236,5.52e+03
43.4%,1302000,23375.14476512745,3028.0577930033105,118.95856343948641,5.53e+03
43.4%,1303000,23352.332108344883,3004.4126077531278,118.02965208379115,5.53e+03
43.5%,1304000,23393.00250071846,3002.905726683407,117.97045360754598,5.53e+03
43.5%,1305000,23342.564856965095,3070.0719515532655,120.60910787650799,5.53e+03
43.5%,1306000,23424.62907793373,3070.805693323975,120.63793324013903,5.54e+03
43.6%,1307000,23414.279984038323,2979.1157805584485,117.03585525811323,5.54e+03
43.6%,1308000,23336.06850199029,3056.0552514477904,120.05845573487377,5.54e+03
43.6%,1309000,23345.04848581925,3068.2873242613173,120.53899801948491,5.54e+03
43.7%,1310000,23334.705152139068,3030.6627399212684,119.06089990872832,5.54e+03
43.7%,1311000,23350.018094237894,3036.358352044236,119.28465450073851,5.55e+03
43.7%,1312000,23332.067194456235,3015.609568825348,118.4695295547948,5.55e+03
43.8%,1313000,23415.23426413536,3005.77626741404,118.08322404488692,5.55e+03
43.8%,1314000,23417.815664280206,3092.8821058338885,121.50521467847383,5.55e+03
43.8%,1315000,23407.427360728383,3106.2297241947385,122.02958165363992,5.56e+03
43.9%,1316000,23394.17806359753,3162.6287738872416,124.24524277684392,5.56e+03
43.9%,1317000,23331.03017714992,3161.090185631284,124.1847986700384,5.56e+03
43.9%,1318000,23344.113853294402,3066.8641040907346,120.48308619793983,5.56e+03
44.0%,1319000,23370.772904986516,3029.6701618627344,119.02190604929221,5.57e+03
44.0%,1320000,23410.85206546262,3051.4369433432703,119.87702349837417,5.57e+03
44.0%,1321000,23321.995644927025,3078.5653647031086,120.94277529505526,5.57e+03
44.1%,1322000,23379.76283096522,3063.4826812756555,120.35024553638021,5.57e+03
44.1%,1323000,23287.16872204095,3050.4180196565494,119.83699463951062,5.57e+03
44.1%,1324000,23291.55741457641,2921.132599682363,114.75796085444341,5.58e+03
44.2%,1325000,23341.048172958195,3044.096440466581,119.58864865983838,5.58e+03
44.2%,1326000,23264.23707302101,3010.704351096115,118.27682594927717,5.58e+03
44.2%,1327000,23282.99562253058,3000.603626956851,117.88001462154038,5.58e+03
44.3%,1328000,23314.589374208823,2942.2813369356554,115.58879816805874,5.59e+03
44.3%,1329000,23289.492081955075,2986.549858688519,117.32790624105468,5.59e+03
44.3%,1330000,23351.25720364228,3053.830030009898,119.97103694577469,5.59e+03
44.4%,1331000,23412.579057738185,3056.958370167339,120.09393514538606,5.59e+03
44.4%,1332000,23303.93394291401,3126.6052850239994,122.83004439616859,5.59e+03
44.4%,1333000,23354.288063850254,3107.63391232718,122.08474579331387,5.6e+03
44.5%,1334000,23331.543186899275,3109.320852163084,122.15101795626653,5.6e+03
44.5%,1335000,23313.87548259273,3163.0165338562247,124.26047609536782,5.6e+03
44.5%,1336000,23288.93851215206,3049.90350506213,119.81678171056251,5.6e+03
44.6%,1337000,23336.171378560364,3044.4624718500413,119.60302836145796,5.61e+03
44.6%,1338000,23317.776234073564,3024.985941343893,118.83788441501473,5.61e+03
44.6%,1339000,23277.495775409043,3054.170029748003,119.9843939829185,5.61e+03
44.7%,1340000,23380.49174715206,3081.6045680260086,121.06217171546972,5.61e+03
44.7%,1341000,23329.288359109312,3071.23223693168,120.65469019072766,5.61e+03
44.7%,1342000,23349.319104917347,2994.6827636135104,117.6474109376633,5.62e+03
44.8%,1343000,23376.178116923198,2872.8787534585226,112.8622875814691,5.62e+03
44.8%,1344000,23313.144602876157,3050.5764908061615,119.84322024734017,5.62e+03
44.8%,1345000,23299.4310227111,3076.146127571387,120.84773451529404,5.62e+03
44.9%,1346000,23338.361765574664,3060.767115238166,120.24356334706029,5.63e+03
44.9%,1347000,23370.12337994948,3051.297771292048,119.87155606399342,5.63e+03
44.9%,1348000,23363.404672507197,3023.9023867589212,118.79531650328782,5.63e+03
45.0%,1349000,23298.92104260996,3151.349596011706,123.80213538307079,5.63e+03
45.0%,1350000,23300.89711694047,3066.755678547769,120.4788266534684,5.63e+03
45.0%,1351000,23281.622725132853,3110.531874165251,122.19859348075097,5.64e+03
45.1%,1352000,23378.733749035746,2984.6189799306585,117.25205083177495,5.64e+03
45.1%,1353000,23394.50249411352,3053.822008431146,119.97072181457506,5.64e+03
45.1%,1354000,23393.483906514943,3066.294296864733,120.46070107398374,5.64e+03
45.2%,1355000,23319.754277143627,3127.2526530208015,122.85547652863787,5.64e+03
45.2%,1356000,23441.829197771847,3149.1930072049454,123.71741285664652,5.65e+03
45.2%,1357000,23400.248776409775,3057.2884100889396,120.10690090681966,5.65e+03
45.3%,1358000,23396.223545379937,3044.4745756333023,119.60350386383186,5.65e+03
45.3%,1359000,23420.47189945355,3038.6215673464676,119.37356589527325,5.65e+03
45.3%,1360000,23374.052810970694,3076.7776328571103,120.87254347428012,5.66e+03
45.4%,1361000,23402.23342244327,3056.759107486764,120.08610702457439,5.66e+03
45.4%,1362000,23320.68013718538,3110.6095147544456,122.20164362496439,5.66e+03
45.4%,1363000,23353.164609711617,3094.804877872137,121.58075161175832,5.66e+03
45.5%,1364000,23432.28046717681,3009.467098867827,118.22821995898548,5.66e+03
45.5%,1365000,23495.402122002095,3011.5504662031217,118.31006594815256,5.67e+03
45.5%,1366000,23469.006483148783,3063.186723994905,120.33861872627146,5.67e+03
45.6%,1367000,23363.40585455671,3084.587270136293,121.17934846124624,5.67e+03
45.6%,1368000,23405.966305710375,3062.6322051461557,120.31683421284515,5.67e+03
45.6%,1369000,23286.587876588106,3206.8002783567604,125.98053948379453,5.67e+03
45.7%,1370000,23430.11990575306,3017.5089852219116,118.5441489515681,5.68e+03
45.7%,1371000,23340.853172041476,3017.4413122670308,118.54149039019092,5.68e+03
45.7%,1372000,23325.03892616555,2954.9062991371875,116.08477528264429,5.68e+03
45.8%,1373000,23406.661630470306,2981.253758236204,117.11984663826428,5.68e+03
