#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
12.3%,370000,35912.2032886371,3097.9883741177377,121.70581664221008,9.86e+03
12.4%,371000,35969.00042729825,3069.0599266669847,120.56935004001122,9.86e+03
12.4%,372000,36008.72291009873,3080.698417228321,121.02657318845299,9.86e+03
12.4%,373000,35944.656033053994,3142.8132060231937,123.46677960078057,9.86e+03
12.5%,374000,35961.35709337145,3055.8388664975387,120.04995495827323,9.86e+03
12.5%,375000,35909.97647643089,3024.8643041448545,118.83310584490557,9.86e+03
12.5%,376000,35949.37583382428,3050.5578403084164,119.84248755444894,9.86e+03
12.6%,377000,35963.989676397294,3059.2978647362334,120.18584320398823,9.86e+03
12.6%,378000,35922.779154431075,3067.5041656711373,120.5082312946726,9.86e+03
12.6%,379000,35899.711450748146,3068.2287615553873,120.5366973581882,9.86e+03
12.7%,380000,35909.28228574619,3014.8518736876367,118.43976317275431,9.86e+03
12.7%,381000,35942.6485712342,3041.5576523702116,119.4889112685907,9.86e+03
12.7%,382000,35836.06640717015,2992.15991321826,117.54829966591505,9.86e+03
12.8%,383000,35934.493923805654,3006.5369624096606,118.11310827764619,9.86e+03
12.8%,384000,35866.48677433655,2978.004809287478,116.99221026998832,9.86e+03
12.8%,385000,35904.56783498451,2998.1453447264294,117.78343993814582,9.86e+03
12.9%,386000,35927.88282395527,3028.651574499363,118.9818904030373,9.86e+03
12.9%,387000,35878.11658219062,3023.9777237221383,118.79827614855579,9.86e+03
12.9%,388000,35837.30529073253,3027.1048453033754,118.92112647587258,9.86e+03
13.0%,389000,35985.28811597079,3004.9566552414044,118.05102522528065,9.86e+03
13.0%,390000,35881.04727800563,3034.490957596013,119.21129310009127,9.86e+03
13.0%,391000,35907.750960038975,3095.7111463721767,121.61635476276298,9.86e+03
13.1%,392000,35912.30159723014,3023.247349834056,118.76958309365415,9.86e+03
13.1%,393000,35899.10103513487,3069.9844622017845,120.60567081939749,9.86e+03
13.1%,394000,35872.400909569114,3017.5287571318495,118.5449256996236,9.86e+03
13.2%,395000,35894.541294235736,3037.0806242445005,119.31302927732112,9.86e+03
13.2%,396000,35814.24088899419,3158.6874427152834,124.09040587269409,9.86e+03
13.2%,397000,35884.04673299566,2998.1268183997927,117.7827121233704,9.86e+03
13.3%,398000,35915.99069365859,2983.2732591308272,117.19918360661549,9.86e+03
13.3%,399000,35879.29053660855,2999.8006637168855,117.84846986247346,9.86e+03
13.3%,400000,35800.92278143391,3055.5690680853468,120.03935581065896,9.86e+03
13.4%,401000,35872.674134712666,2991.8516906372033,117.53619100816525,9.86e+03
13.4%,402000,35927.57277453318,3035.436166829967,119.24842605471345,9.86e+03
13.4%,403000,35829.34042448923,3068.852132263338,120.56118674675912,9.86e+03
13.5%,404000,35825.46921408549,3021.874620654311,118.71565483257828,9.86e+03
13.5%,405000,35862.017898999155,3063.3873361323176,120.34649986108015,9.86e+03
13.5%,406000,35851.98657480255,3049.8375209408114,119.81418949574415,9.86e+03
13.6%,407000,35869.08572169393,3068.8972100279398,120.56295764628835,9.86e+03
13.6%,408000,35878.193539034575,3100.7370934293217,121.81380127227888,9.86e+03
13.6%,409000,35833.95928657055,3078.2819439627438,120.93164098837173,9.86e+03
13.7%,410000,35924.26904416084,3013.4858703246446,118.38609913830604,9.86e+03
13.7%,411000,35789.72400571592,3100.6183042268485,121.80913458694977,9.86e+03
13.7%,412000,35809.191244814545,3031.2709904220574,119.08479529340438,9.86e+03
13.8%,413000,35857.35861324519,3032.8272515438684,119.14593368640836,9.86e+03
13.8%,414000,35908.491500828415,3021.4193165140414,118.69776801199656,9.86e+03
13.8%,415000,35906.67017911747,3100.440492860347,121.80214919031332,9.86e+03
13.9%,416000,35916.74914546311,3063.881323536066,120.36590637044165,9.86e+03
13.9%,417000,35961.00717203319,3050.268661269338,119.8311270305035,9.86e+03
13.9%,418000,35938.99679033086,3040.673877269462,119.45419178053083,9.86e+03
14.0%,419000,35898.78977288678,2956.988632458426,116.16658065012078,9.86e+03
14.0%,420000,35886.41418848932,3018.859671712564,118.5972112560447,9.86e+03
14.0%,421000,35889.605562731624,3017.850881770247,118.55758050572432,9.86e+03
14.1%,422000,35840.66448568925,2993.7837985247206,117.6120947043365,9.86e+03
14.1%,423000,35883.166702359915,3049.6762422092743,119.80785359084123,9.86e+03
14.1%,424000,35911.29760183394,3013.547942193255,118.38853765858032,9.86e+03
14.2%,425000,35923.613887589425,3045.3307450517123,119.6371388506905,9.86e+03
14.2%,426000,35896.40963660553,3042.9225444440217,119.54253164556155,9.86e+03
14.2%,427000,35858.46873960644,2974.900381281619,116.87025146962077,9.86e+03
14.3%,428000,35783.039974696934,2914.9221257773443,114.51397969406842,9.86e+03
14.3%,429000,35912.543049599975,2958.5268820790816,116.22701145349163,9.86e+03
14.3%,430000,35894.26230370253,3030.694902425864,119.0621634266678,9.86e+03
14.4%,431000,35940.27101203427,3045.611243521133,119.64815835469284,9.86e+03
14.4%,432000,36003.370002016425,3155.5471461915345,123.96703796204775,9.86e+03
14.4%,433000,36037.78126411885,3140.611373820385,123.38027966792387,9.86e+03
14.5%,434000,36149.46741935611,3121.2203413774632,122.61849454996859,9.86e+03
14.5%,435000,36061.54275814816,3044.452147860185,119.60262277903972,9.86e+03
14.5%,436000,36070.55841437355,3103.8666672104973,121.93674793533359,9.86e+03
14.6%,437000,35936.57940293476,3115.745229036637,122.40340238751402,9.86e+03
14.6%,438000,35975.322780851275,3052.1997283469836,119.90698983800766,9.86e+03
14.6%,439000,35994.373598802835,3007.498656028617,118.15088882848123,9.86e+03
14.7%,440000,35986.792029328644,3035.7374157985696,119.26026075107406,9.86e+03
14.7%,441000,36029.021267507225,3046.6088904681783,119.6873513476121,9.86e+03
14.7%,442000,35977.486784869805,2971.8580271529027,116.75073126843355,9.86e+03
14.8%,443000,35968.9087590538,3058.3138537643636,120.14718590626663,9.86e+03
14.8%,444000,36049.21198792383,3025.1680622123404,118.84503911230384,9.86e+03
14.8%,445000,35909.24440758675,3094.273744314153,121.55988579962016,9.86e+03
14.9%,446000,35964.50349342637,3044.6504195783964,119.6104119694652,9.86e+03
14.9%,447000,36008.92451423034,3051.159574945016,119.86612696057492,9.86e+03
14.9%,448000,35935.12312662974,3061.337776061616,120.26598200496228,9.86e+03
15.0%,449000,35963.2831649445,3156.8828754858114,124.01951266657895,9.86e+03
15.0%,450000,35933.920157276094,3081.1333196181104,121.04365851742038,9.86e+03
15.0%,451000,35913.62607795,3066.3659049273206,120.46351422777353,9.86e+03
15.1%,452000,35892.78472829051,3096.3911401305513,121.643068612423,9.86e+03
15.1%,453000,35902.04227613658,3009.749340833095,118.2393079569782,9.86e+03
15.1%,454000,35960.36592178792,3089.423414525835,121.36933849066219,9.86e+03
15.2%,455000,35953.38079474494,2983.23163209774,117.19754827057015,9.86e+03
15.2%,456000,35934.79786486924,3098.334039625677,121.71939626157867,9.86e+03
15.2%,457000,35886.82898552716,3101.0628976151747,121.82660063099692,9.87e+03
15.3%,458000,35893.53961651027,3083.9404600763896,121.15393824756997,9.87e+03
15.3%,459000,35946.707821238786,3102.148838197174,121.86926227765169,9.86e+03
15.3%,460000,35893.2299314104,3156.8933595726785,124.01992453847768,9.87e+03
15.4%,461000,35886.839851062745,3075.983082967924,120.8413292373468,9.87e+03
15.4%,462000,35849.355105638504,3017.153738600662,118.53019293400853,9.87e+03
15.4%,463000,35850.62525334954,3043.6000049740514,119.56914597624755,9.87e+03
15.5%,464000,35954.36703765206,3052.9571936402835,119.93674719051077,9.87e+03
15.5%,465000,35862.083378035575,3118.1163332238484,122.49655224367852,9.87e+03
15.5%,466000,35849.220798283815,3020.4383479134394,118.65923023514948,9.87e+03
15.6%,467000,35907.199517056346,3067.914480310219,120.52435068319159,9.87e+03
15.6%,468000,35978.84188466519,2982.17504936898,117.1560399599102,9.87e+03
15.6%,469000,35947.47035517916,3010.6816593942503,118.27593449592975,9.87e+03
15.7%,470000,35930.98732991889,3007.8640565939186,118.1652437481359,9.86e+03
15.7%,471000,35987.17015262321,2985.5686228426985,117.28935796536328,9.86e+03
15.7%,472000,36005.966558543965,3016.291978253072,118.49633830507268,9.86e+03
15.8%,473000,35931.269146978855,3137.9612345813202,123.27616779875078,9.86e+03
15.8%,474000,35912.97656299546,2992.269765990999,117.55261527972701,9.86e+03
15.8%,475000,35993.706022538245,3058.58188252591,120.15771553238793,9.86e+03
15.9%,476000,36019.412537038326,3011.5652959129197,118.31064853973248,9.86e+03
15.9%,477000,35977.03799282387,3044.0135926028192,119.58539394558561,9.86e+03
15.9%,478000,35852.18150195107,3043.1156404613153,119.55011750633219,9.86e+03
16.0%,479000,35921.56633483246,2993.738897698474,117.6103307559073,9.86e+03
16.0%,480000,35845.021939493716,3163.9839091322847,124.29847985256586,9.86e+03
16.0%,481000,35852.012770731,3087.979317284988,121.31260650435894,9.86e+03
16.1%,482000,35989.30990518257,3059.790770809105,120.20520723279736,9.86e+03
16.1%,483000,36005.063543047756,3038.7779659653634,119.3797100828349,9.86e+03
16.1%,484000,35982.875735301524,3022.3057254647906,118.73259097199576,9.86e+03
16.2%,485000,35917.130368210375,3031.5241553500646,119.09474098737977,9.86e+03
16.2%,486000,35862.80372034758,3081.688090500349,121.06545293209162,9.86e+03
16.2%,487000,35867.739122502506,3112.681735943086,122.28305173292691,9.86e+03
16.3%,488000,36037.898581169546,3095.5109220066934,121.6084888617427,9.86e+03
16.3%,489000,35948.45280367136,3058.3982690701973,120.1505021981609,9.86e+03
16.3%,490000,35982.651361614466,3053.3405593351226,119.95180787806945,9.86e+03
16.4%,491000,35857.252684567124,3043.488925743583,119.56478218051188,9.86e+03
16.4%,492000,35956.36665666103,3016.5647188244593,118.50705303668674,9.86e+03
16.4%,493000,35981.960041344166,3114.0755696384977,122.33780909405219,9.86e+03
16.5%,494000,35951.43931758031,3021.2675651643513,118.69180639442081,9.86e+03
16.5%,495000,36002.774109095335,3063.314829387555,120.34365140217142,9.86e+03
16.5%,496000,35959.285140022635,3054.1536290544946,119.98374967456226,9.86e+03
16.6%,497000,35989.93245181814,3001.1301221514145,117.90069821356025,9.86e+03
16.6%,498000,35884.96027658135,3059.033574941879,120.17546046481438,9.86e+03
16.6%,499000,35928.833090972155,3109.1064306133217,122.14259431270558,9.86e+03
16.7%,500000,35981.829270195216,3028.670367185743,118.98262868187071,9.86e+03
16.7%,501000,35936.44010064751,3040.3401758364125,119.44108217503224,9.86e+03
16.7%,502000,35815.406229857355,3073.6735114078183,120.75059671712025,9.86e+03
16.8%,503000,35941.03512495011,2996.5599165518083,117.72115570482464,9.86e+03
16.8%,504000,35906.82125097141,3046.873498730861,119.6977465979523,9.86e+03
16.8%,505000,35903.80059446767,3081.9358622143536,121.07518675131628,9.86e+03
16.9%,506000,35880.330196261406,3182.60996796145,125.0302126503931,9.86e+03
16.9%,507000,35937.11130888946,3061.0018445329656,120.25278478919098,9.86e+03
16.9%,508000,35990.58468768187,3110.1111604350626,122.18206555942857,9.86e+03
17.0%,509000,36036.52691843361,3103.073008376525,121.90556870389072,9.86e+03
17.0%,510000,36001.989272385836,3037.9332808683116,119.34652626252073,9.86e+03
17.0%,511000,35952.20149656385,2995.801183940146,117.6913485651701,9.86e+03
17.1%,512000,35984.27617339045,3088.3588789803644,121.3275177501492,9.86e+03
17.1%,513000,35976.36730938405,2979.700147034716,117.05881234852927,9.86e+03
17.1%,514000,35922.99938517809,3035.521557991581,119.2517806835252,9.86e+03
17.2%,515000,35981.58644265309,3035.7392555646406,119.26033302708193,9.86e+03
17.2%,516000,35899.56525422819,3083.405371244893,121.13291705079676,9.86e+03
17.2%,517000,35918.86564158276,3061.2796239948684,120.26369747580392,9.86e+03
17.3%,518000,35976.27123881504,3014.891213998507,118.44130867392579,9.86e+03
17.3%,519000,35904.66696985811,3020.0502759057845,118.64398465805104,9.86e+03
17.3%,520000,35920.66078386083,3016.9519598626057,118.52226596878769,9.86e+03
17.4%,521000,35869.35015838966,3101.2144114402217,121.83255291731409,9.86e+03
17.4%,522000,35890.087467920035,3069.9264132189164,120.60339033993402,9.86e+03
17.4%,523000,35874.23915205151,3026.0273691197094,118.87879735677672,9.86e+03
